_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,WORK,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,GEO_ID,WARD_GRID,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,CURRENT_USE,PROPOSED_USE,DWELLING_UNITS_CREATED,DWELLING_UNITS_LOST,EST_CONST_COST,ASSEMBLY,INSTITUTIONAL,RESIDENTIAL,BUSINESS_AND_PERSONAL_SERVICES,MERCANTILE,INDUSTRIAL,INTERIOR_ALTERATIONS,DEMOLITION,rank,address
43630,13 114072 BLD,00,Building Additions/Alterations,Parking Garage,Garage Repair/Reconstruction,5100,YONGE,ST, ,M2N,3841975,N1824,2013-01-31,2013-02-14,,Permit Issued,Parking garage ramp heating replacement,Parking Garage Ramp,Parking Garage Ramp,,,800000,0,0,0,0,0,0,0,0,0.07642204,5100 YONGE ST
204958,22 198787 BLD,00,Building Additions/Alterations,Parking Garage,Other(BA),17,FARMSTEAD,RD, ,M2L,11130095,N1522,2022-09-01,2022-12-22,,Permit Issued,"Proposed Building Alterations (Ramp, Building Connections to 17 Farmstead Rd) Areas: Garage Ramp = 546.46 m2West Connection = 148.7 m2East Connection = 9.8m2",5,"Underground Garage Ramp, Building Connections ",0,0,"100,000.00",0,0,0,0,0,704.98,443.44,0,0.07642204,17 FARMSTEAD RD
175610,19 145398 BLD,00,Building Additions/Alterations,Multiple Unit Building,Other(BA),120,CORNWALL,ST, ,M5A,7667286,S1330,2019-04-26,2019-05-28,,Inspection,"SITE WORKS INCLUDINGREMOVAL AND REBUILD OF UNIT PAVERS, RAILINGS, RAMP AND STAIRS",Ramp ,Ramp ,0,0,150000,0,0,0,0,0,0,0,0,0.07642204,120 CORNWALL ST
125069,23 177992 BLD,00,Building Additions/Alterations,Office,Garage Repair/Reconstruction,145,KING,ST,W,M5H,828220,S1034,2023-07-21,2023-08-09,,Inspection,"Proposed ramp topping replacemnt, ramp heating cables replacement, ramp waterproofing membrane replacement, localized concrete repairs (total of 25m2 of concrete repairs)",Office - Commercial,Office Commercial,,,335000,0,0,0,0,0,0,0,0,0.07642204,145 KING ST W
179002,25 116160 BLD,01,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312,S1037,2025-09-17,2026-02-09,,Revision Issued,"REV: The revision include the removal of ramp T202 and associated partitions, a revision to a west partition to become exterior wall GB9, a revision to the door schedule, door B06A, to become an insulated door. Structurally, added new details for Ramp T202 demo, new column installation, and slab on grade. Mechanically, expanded demolition and new scope for fire protection, plumbing, and HVAC. Added electrical devices, lighting fixtures, and fire alarm devices to align with the architectural phasing.First phase of the Blue Route Reconfiguration under drawing package UAH102_TW. This includes creating a new 2hr FRR enclosure, a new temporary 1929 wall opening, constructing a temporary accessibility ramp, partially and temporarily removing areas of existing ceiling to move services as required, as well as relocating a firehose cabinet",Transit,Transit,0,0,0,0,0,0,0,0,0,59,0,0.07642204,61 FRONT ST W
95873,13 193760 BLD,00,Building Additions/Alterations,Parking Garage,Garage Repair/Reconstruction,1100,KING,ST,W,M6K,20060665,S1026,2013-06-25,2013-06-26,,Permit Issued,Proposal for garage ramp waterproofing and heating cable replacement (address is also known as 10 Laidlaw St) (see also 04-202812 BLD),Parking Garage Ramp,Parking Garage Ramp,,,128000,0,0,0,0,0,0,0,0,0.07642204,1100 KING ST W
46078,22 211224 BLD,01,Building Additions/Alterations,Retail Store,Other(BA),31,BLOOR,ST,E,M4W,8535678,S1137,2023-07-17,2023-08-14,,Revision Issued,"Revision 01. Updates to materials being spec'd for ramp design, revision to dimensions of ramp, addition of lighting Addition of new barrier free ramp and handrail for existing stair on exterior of building, Unit 101 - Lenscrafters",Retail,Retail,0,0,0,0,0,0,0,0,0,0,0,0.07642204,31 BLOOR ST E
30503,13 114072 HVA,00,Mechanical(MS),Parking Garage,Building Permit Related(MS),5100,YONGE,ST, ,M2N,3841975,N1824,2013-01-31,2013-03-04,,Permit Issued,HVAC - Parking garage ramp heating replacement,Parking Garage Ramp,Parking Garage Ramp,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.07642204,5100 YONGE ST
115772,22 123964 HVA,00,Mechanical(MS),Parking Garage,Building Permit Related(MS),399,BATHURST,ST, ,M5T,9086232,S1143,2022-03-17,2022-05-06,,Inspection,HVAC - -Rewaterproofing garage entrance ramp-Replace snow melt system at garage entrance ramp-Localized podium concrete repairs-Rewaterproofing podium,Hospital,Hospital,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,399 BATHURST ST
126009,24 212480 FSU,00,Fire/Security Upgrade,University,Sprinklers,184-200,COLLEGE,ST, ,M5S,8105844,S1139,2024-09-13,2024-10-10,,Inspection,Ramp - Existing sprinkler heads to be removed on the basement floor and install of the new sprinkler heads once the ramp installations is complete.,University,University,,,5450.00,0,0,0,0,0,0,0,0,0.0706241,184-200 COLLEGE ST
135692,03 188813 BLD,00,Building Additions/Alterations,Industrial Manufacturing Plant,Addition(s) ,225,CLAIREVILLE,DR, ,M9W,8231772,W0121,2003-10-27,2003-12-05,,Inspection,To install ramp enclosure for fork lift ramp,,,0,0,43000,0,0,0,0,0,74.32,0,0,0.0706241,225 CLAIREVILLE DR
166752,03 117197 BLD,01,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Other(BA),61,FRONT,ST,W,M5J,10864312,S1037,2003-09-12,2003-09-30,,Inspection,"Alter BP 03-117197(990) by revision to stair F&G as per ""As Built"" conditions.make alterations to platform 6/7, add 4 new stairs, enclosures at platform and concourse levels and  removal of existing concrete,  also alter platform 5/6, add new mini-ramp,  and alter platform 7/8 to add new elevator and mini-ramp",,,0,0,0,0,0,0,0,0,0,0,0,0.0706241,61 FRONT ST W
200354,24 180683 BLD,00,Building Additions/Alterations,Warehouse,Other(BA),1860,MIDLAND,AVE, ,M1P,363491,E2129,2024-07-15,,,Examiner's Notice Sent,"Construction of an exterior loading dock ramp on the south side of the building, including the installation of a covered canopy structure above the ramp.",Warehouse,Warehouse,0,0,50000,0,0,0,0,0,0,0,0,0.0706241,1860 MIDLAND AVE
150110,10 310688 BLD,02,Building Additions/Alterations,Apartment Building,Interior Alterations,155,DALHOUSIE,ST, ,M5B,14115204,S1328,2012-03-15,2012-03-22,,Revision Issued,REVISION: Exterior H.C. ramp and stairs located on City property thisrevision to the ground floor common area replaces revision #2  which has been abandoned..Revision to originally approved vestibule and ramp on interior ground floor of existing apartment building.,Condominium,Same,0,0,0,0,0,0,0,0,0,0,0,0.0706241,155 DALHOUSIE ST
136581,14 190114 BLD,00,Building Additions/Alterations,Community Hall,Interior Alterations,320,HORNER,AVE, ,M8W,7323824,W0331,2014-07-14,2014-10-09,,Inspection,"To install ramp railing to an existig Entry Ramp, Barrier Free washrooms, new elevator shaft etc...to an existing Senior's Centre.",Community Centre,Community Centre,0,0,450000,0,0,0,0,0,0,308.8,0,0.0706241,320 HORNER AVE
12785,24 219780 BLD,01,Building Additions/Alterations,Place of Worship,Other(BA),1030,ALBION,RD, ,M9V,10985967,W0126,2026-04-30,2026-05-28,,Revision Issued,"Revision 01: Approved covered ramp to be uncovered. Addition to create an interior ramp as an addition and interior alteration to create an elevator at an existing Place of Worship - ""Mount Olive Seventh-Day Adventist Church""",Place Of Worship,Place Of Worship,0,0,0,0,0,0,0,0,0,0,0,0.0706241,1030 ALBION RD
29135,21 226745 BLD,01,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,450,WALMER,RD, ,M5P,75804,S1230,2022-05-03,2022-05-25,,Revision Issued,"Revision 01 - Parking garage repairs including replacement of waterproofing membrane on ramps, traffic coatings inside the P1 level garage, concrete repairs at garage floors and walls, ramp topping and snow melting system replacemenProposal for repairs to parking garage ramp for residential building P2",Parking Garage,Parking Garage,,,0,0,0,0,0,0,0,0,0,0.0706241,450 WALMER RD
109116,25 151644 DST,00,Designated Structures,Other,Other(DS),0,TURNTABLE,CRES, ,   ,,S0926,2025-04-30,2025-10-09,,Permit Issued,Proposal for Designated Structure - single ramp providing connection of Davenport Diamond Greenway Multi-Use Path to Davenport Road.,Vacant,Pedestrian And Multi-Use Pathway Ramp,,,105000,0,0,0,0,0,0,0,0,0.0706241,0 TURNTABLE CRES
152278,26 135111 PLB,00,Plumbing(PS),Elementary School,Building Permit Related(PS),101,SENECA HILL,DR, ,M2J,560542,N1727,2026-03-26,2026-03-30,,Permit Issued,"Plumbing  - Accessibility upgrades: New automatic door operators and hold open devices on doors, New universal washroom, New interior b/f ramp, New exterior b/f ramp",Elementary School,Elementary School,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,101 SENECA HILL DR
152337,21 144504 BLD,00,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,55,BLOOR,ST,E,M4W,8535679,S1137,2021-04-22,2021-04-23,,Permit Issued,"Parking garage ramp repairs including localized structural repairs, replacement of waterproofing heating system and ramp topping",Sfd,Sfd,,,"150,000",0,0,0,0,0,0,0,0,0.0706241,55 BLOOR ST E
88782,26 130027 PLB,00,Plumbing(PS),Secondary School,Building Permit Related(PS),200,FUNDY BAY,BLVD, ,M1W,3070250,E2222,2026-03-16,2026-04-20,,Permit Issued,"Plumbing  - Proposal for multiple projects for accessbility upgrades including:new B/F elevator, new stage lift, new automatic door operators and hold open devices on doors, new universal washroom, new B/F stalls in girl's and boy's washrooms, new exterior ramp, new exterior B/F ramp.",Secondary School,Secondary School,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,200 FUNDY BAY BLVD
100451,26 135111 HVA,00,Mechanical(MS),Elementary School,Building Permit Related(MS),101,SENECA HILL,DR, ,M2J,560542,N1727,2026-03-26,2026-03-30,,Permit Issued,"HVAC - Accessibility upgrades: New automatic door operators and hold open devices on doors, New universal washroom, New interior b/f ramp, New exterior b/f ramp",Elementary School,Elementary School,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,101 SENECA HILL DR
83981,16 201437 BLD,00,Building Additions/Alterations,Other,Other(BA),64,CORDOVA,AVE, ,   ,1372645,W0321,2016-08-04,2017-02-02,,Permit Issued,"Excavation, shoring and staircase/ramp structure. Replace dated exterior public staircase with new public staircase with accessability ramp",Vacant Land,Ramp And Staircase,0,0,2100000,0,0,0,0,0,0,0,0,0.0706241,64 CORDOVA AVE
67215,26 130027 HVA,00,Mechanical(MS),Secondary School,Building Permit Related(MS),200,FUNDY BAY,BLVD, ,M1W,3070250,E2222,2026-03-16,2026-04-20,,Permit Issued,"HVAC - Proposal for multiple projects for accessbility upgrades including:new B/F elevator, new stage lift, new automatic door operators and hold open devices on doors, new universal washroom, new B/F stalls in girl's and boy's washrooms, new exterior ramp, new exterior B/F ramp.",Secondary School,Secondary School,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,200 FUNDY BAY BLVD
118719,16 103295 BLD,00,Building Additions/Alterations,Place of Worship,Other(BA),1810,QUEEN,ST,E,   ,856048,S1937,2016-01-12,2016-07-05,,Inspection,Replacing existing Concrete ramp (Not barrrier free ramp) locate at the North East cornder of the church building with a new Concrete + stone Stair. ,Place Of Worship,Place Of Worship,0,0,100000,0,0,0,0,0,0,0,0,0.0706241,1810 QUEEN ST E
78413,14 244862 HVA,00,Mechanical(MS),Hospital,Building Permit Related(MS),555,UNIVERSITY,AVE, ,M5G,7792696,S1145,2014-10-29,2014-12-23,,Inspection,HVAC - To remove the existing Gerrard St access ramp leading to The Hospital For Sick Children for the purposes of outdoor landscaping.  Interior alterations on the service floor below the ramp will be complete for the purposes of a fit up for office space.,Hospital,Hospital,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,555 UNIVERSITY AVE
90313,23 102472 DST,00,Designated Structures,Warehouse,Retaining Wall,2200,ISLINGTON,AVE, ,M9W,9962786,W0130,2023-01-10,2023-05-29,,Inspection,PROPOSED TO CONSTRUCT 3 RETAINING WALLS1 - NORTH SIDE OF RAMP - YELLOW - FACE AREA - 209.7M2; LENGTH - 82M; HEIGHT - 3.4M2 - SOUTH SIDE OF RAMP - BLUE  - FACE AREA - 33.1M2; LENGTH - 16.5M; HEIGHT - 3M3 - SOUTH PARKING AREA -  - GREEN - FACE AREA - 50.1M2; LENGTH - 42.5M; HEIGHT - 1.6M,Warehousing,Warehousing,,,25000,0,0,0,0,0,0,0,0,0.0706241,2200 ISLINGTON AVE
191172,14 190114 HVA,00,Mechanical(MS),Community Hall,Building Permit Related(MS),320,HORNER,AVE, ,M8W,7323824,W0331,2014-07-14,2015-06-26,,Inspection,"HVAC - To install ramp railing to an existig Entry Ramp, Barrier Free washrooms, new elevator shaft etc...to an existing Senior's Centre.",Community Centre,Community Centre,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,320 HORNER AVE
207737,14 190114 PLB,00,Plumbing(PS),Community Hall,Building Permit Related(PS),320,HORNER,AVE, ,M8W,7323824,W0331,2014-07-14,2014-10-09,,Inspection,"Plumbing  - To install ramp railing to an existig Entry Ramp, Barrier Free washrooms, new elevator shaft etc...to an existing Senior's Centre.",Community Centre,Community Centre,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,320 HORNER AVE
208448,19 151838 BLD,00,Building Additions/Alterations,Office,Other(BA),1,MOUNT PLEASANT,RD, ,M4Y,14236500,S1322,2019-05-09,2019-05-27,,Permit Issued,Proposed reconstruction of the concrete ramp and repairs to the Huntley Street ramp for entry to an existing office building. ,Office,Same,0,0,5000,0,0,0,0,0,0,0,0,0.0706241,1 MOUNT PLEASANT RD
103508,00 332302 DEM,00,Non-Residential Building Permit,Parking Garage,Partial Demolition,25,THE WEST MALL, , ,M9C,3327188,W0324,2000-09-27,2000-10-13,,Inspection,Demolish garage ramp only to Sherway Gardens and demolish of storage underneath the ramp   ,,,,,0,0,0,0,0,0,0,0,0,0.0706241,25 THE WEST MALL
91081,18 193005 BLD,01,Building Additions/Alterations,Parking Garage,Garage Repair/Reconstruction,55,KING,ST,W,   ,7929396,S1034,2019-07-03,2019-07-15,,Revision Issued,REVISION - new guard and handrail at barrier free access ramp within P1 garageProposal for main parking garge ramp repair and Level P1 parking garage repair. Convinience Address: 66 Wellington Street W.,Parking Garage,Parking Garage,,,0,0,0,0,0,0,0,0,0,0.0706241,55 KING ST W
159268,23 120175 STS,02,Drain and Site Service,Multiple Use/Non Residential,Inside and Outside Drains,60,HARBOUR,ST, ,M5J,5866211,S1037,2025-02-04,2025-02-21,,Revision Issued,REVISION 02:  PROPOSED MINOR CHANGES TO THE RAMP AND OTHER ON-SITE CHANGES Revision 01. Changes to services to line up with Toronto Water and Sewer work on City portion of work.Drain - Proposal to construct a concrete ramp along the west side of the existing commercial building.,"Multi Use, Non Res","Multi Use, Non Res",,,0,0,0,0,0,0,0,0,0,0.0706241,60 HARBOUR ST
194205,25 151499 DST,00,Designated Structures,Other,Other(DS),0,TURNTABLE,CRES, ,   ,,S0926,2025-04-30,2026-04-08,,Permit Issued,Proposal for a Designated Structure - a three level switchback ramp providing connection from Davenport Diamond Greenway Multi-Use Path to Pedestrian CP Bridge crossing.,Vacant,Switchback Ramp,,,750000,0,0,0,0,0,0,0,0,0.0706241,0 TURNTABLE CRES
85543,18 229168 PLB,00,Plumbing(PS),SFD - Semi-Detached,Building Permit Related(PS),300,BURROWS HALL,BLVD, ,M1B,314698,E2333,2019-04-24,2019-04-24,,Inspection,"Plumbing -  Proposal for interior alterations to the ground floor, basement finishing, new front ramp, and new side ramp in existing detached single family dwelling.",Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.0706241,300 BURROWS HALL BLVD
56716,21 228855 BLD,01,Building Additions/Alterations,Parking Garage,Garage Repair/Reconstruction,40,LARCH,ST, ,   ,14199637,S1024,2025-03-24,2025-05-02,,Revision Issued,"Rev 01 - Localized garage waterproofing and concrete repairs, expansion joint seal replacement and garage entrance ramp heating cable replacement.Proposal for repairs to an existing underground parking garage including replacing entrance and exit ramp snow melt systems and asphalt topping.",Parking Garage,Parking Garage,,,3100000,0,0,0,0,0,0,0,0,0.0706241,40 LARCH ST
161180,22 216570 BLD,01,Building Additions/Alterations,Place of Worship,Interior Alterations,33,CONNIE,ST, ,M6L,502685,W0523,2024-03-27,2024-05-01,,Revision Issued,"REVISION 01: PER BUILDING INSPECTOR DEFICIENCY REPORT FOR WORK NOT CARRIED OUT (EXTERIOR RAMP DELETED; 3 POWER DOOR  OPERATOR LOCATIONS DELETED; NEW DOOR BETWEEN OFFICES DELETED; INTERIOR GLAZED WINDOW DELETED)New universal washroom and renovated office, exterior barrier free accessible ramp - St. Fidelis Church",Place Of Worship,Place Or Worship,0,0,0,0,0,0,0,0,0,0,0,0.0706241,33 CONNIE ST
27708,26 130027 BLD,00,Building Additions/Alterations,Secondary School,Multiple Projects,200,FUNDY BAY,BLVD, ,M1W,3070250,E2222,2026-03-16,2026-04-24,,Permit Issued,"Proposal for multiple projects for accessbility upgrades including:new B/F elevator, new stage lift, new automatic door operators and hold open devices on doors, new universal washroom, new B/F stalls in girl's and boy's washrooms, new exterior ramp, new exterior B/F ramp.",Secondary School,Secondary School,0,0,"2,000,000",8.8,0,0,0,0,0,50,0,0.0706241,200 FUNDY BAY BLVD
145652,18 229168 BLD,00,Small Residential Projects,SFD - Semi-Detached,Multiple Projects,300,BURROWS HALL,BLVD, ,M1B,314698,E2333,2018-09-20,2019-01-15,,Inspection,"Proposal for interior alterations to the ground floor, basement finishing, new front ramp, and new side ramp in existing detached single family dwelling.",Sfd,Sfd,0,0,200000,0,0,0,0,0,0,96,0,0.0706241,300 BURROWS HALL BLVD
197484,15 195853 BLD,00,Building Additions/Alterations,Place of Worship,Multiple Projects,706,OLD WESTON,RD, ,M6N,7131627,W0537,2015-07-23,2015-09-09,,Inspection,"Permit to rebuild existing retaining wall, construct new interior ramp, exterior ramp, & interior alterations.",Place Of Worship,Place Of Worship,0,0,75000,25.75,0,0,0,0,0,0,0,0.0706241,706 OLD WESTON RD
179750,17 232242 BLD,00,Building Additions/Alterations,Place of Worship,Other(BA),257,SHAW,ST, ,M6J,866542,S1021,2017-09-13,2017-10-04,,Permit Issued,Proposal for installation of new access ramp at the north end of the building and installation of new exterior door at top of ramp.,Church,Church,0,0,25000,0,0,0,0,0,0,3,0,0.0706241,257 SHAW ST
164070,25 149283 BLD,00,Building Additions/Alterations,Place of Worship,Other(BA),10,SEWELLS,RD, ,M1B,14190806,E2524,2025-04-25,2025-06-05,,Inspection,Proposal to replace existing deteriorating wood ramp with new accessible concrete ramp,Place Of Worship,Place Of Worship,0,0,10000,0,0,0,0,0,0,0,0,0.0706241,10 SEWELLS RD
180761,26 135111 BLD,00,Building Additions/Alterations,Elementary School,Interior Alterations,101,SENECA HILL,DR, ,M2J,560542,N1727,2026-03-26,2026-03-30,,Permit Issued,"Accessibility upgrades: New automatic door operators and hold open devices on doors, New universal washroom, New interior b/f ramp, New exterior b/f ramp",Elementary School,Elementary School,0,0,900000,0,0,0,0,0,0,50,0,0.0706241,101 SENECA HILL DR
31116,11 226444 BLD,00,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,250,FRONT,ST,W,M5V,10598280,S1033,2011-06-24,2011-08-05,,Inspection,Interior alterations to remove lift and construct new ramp on the ground floor.  CBC Building.,Mixed Use Non Res,Same,0,0,"60,000",0,0,0,0,0,0,19.26,0,0.057308756,250 FRONT ST W
31474,17 143329 BLD,00,Building Additions/Alterations,Secondary School,Multiple Projects,120,GALLOWAY,RD, ,M1E,336715,E2432,2017-04-12,2017-06-22,,Inspection,New second floor addition of corridor and elevator. Partial renovation of area shown on A101. New barrier-free ramp at main entrance. Replacement of corridor doors,Secondary School,Secondary School,0,0,1200000,140,0,0,0,0,0,141.8,0,0.057308756,120 GALLOWAY RD
31599,11 326468 HVA,00,Mechanical(MS),Office,Building Permit Related(MS),222,BREMNER,BLVD, ,M5V,13977191,S1036,2011-12-15,2012-01-16,,Permit Issued,HVAC - permit for interior alterations to Chem Room - Level 62.3. Room 875 - First level below grade close to parking ramp.,Office,Same,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,222 BREMNER BLVD
31647,16 263279 PLB,01,Plumbing(PS),Multiple Use/Non Residential,Building Permit Related(PS),2265,KEELE,ST, ,M6M,12189767,W0530,2019-08-15,2019-11-19,,Revision Issued,Revision to 16 263279 PLB - Addition/renovation of existing building (non-residential) to retail space. Plumbing  - Proposal to renovate the ground floor and basement and convert the use from office to retail.  Fill in the loading ramp along the north side of the building and construct a new entrance addition.  Second floor to remain as office use.,Office Building,Retail And Office,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,2265 KEELE ST
32190,16 263279 HVA,00,Mechanical(MS),Multiple Use/Non Residential,Building Permit Related(MS),2265,KEELE,ST, ,M6M,12189767,W0530,2016-12-12,2017-10-06,,Inspection,HVAC - Proposal to renovate the ground floor and basement and convert the use from office to retail.  Fill in the loading ramp along the north side of the building and construct a new entrance addition.  Second floor to remain as office use.,Office Building,Retail And Office,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,2265 KEELE ST
32544,08 202024 BLD,00,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,15,SEWELLS,RD, ,M1B,384409,E2524,2008-09-10,2009-02-19,,Inspection,Enclose parking garage entrance ramp,Apt,Apt,,,500000,0,0,0,0,0,0,0,0,0.057308756,15 SEWELLS RD
32724,12 165368 BLD,00,Building Additions/Alterations,Place of Worship,Multiple Projects,115,SIMPSON,AVE, ,M4K,868553,S1433,2012-05-02,2012-06-15,,Inspection,Proposal to construct a barrier free ramp on the north elevation and interior alterations to existing place of worship.  Metropolitan Community Church of Toronto.,Place Of Worship,Same,0,0,"600,000",0,0,0,0,0,0,268,0,0.057308756,115 SIMPSON AVE
32753,22 213913 PLB,00,Plumbing(PS),Other,Building Permit Related(PS),38,HOWDEN,RD, ,M1R,345885,E2127,2022-10-06,,,Issuance Pending,Plumbing  - Proposal for interior alterations to washrooms and add a front door wheelchair accessible entrance ramp - Birchmount Gymnastics CentreConvenience address is 40-42 Howden Rd.,Gymnastics Club,Gymnastics Club,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,38 HOWDEN RD
33013,08 153856 FSU,00,Fire/Security Upgrade,Multiple Unit Building,Building Permit Related(FS),919,SCARLETT,RD, ,M9P,1030732,W0224,2008-05-16,,,Application On Hold,FS - Sprinkler Shop Drawing - Exterior stairs and ramp replacement. Foundation wall waterproofing. Fire alarm and sprinkler retrofit. Seniors centre and residential above. Asphalt replacement and window replacement,Mixed Use Of Community Centre With Residence Above,Mixed Use Of Community Centre With Residence Above,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,919 SCARLETT RD
33566,18 142594 HVA,00,Mechanical(MS),Secondary School,Building Permit Related(MS),7,SNOWCREST,AVE, ,M2K,9487216,N1721,2018-04-12,2018-05-25,,Inspection,"HVAC - Proposal to construct minor interior renovations to include a new universal washroom, a new ramp at the main entrance, and the addition of power door operators (8) & hold open devices (1) to existing doors.",Public School,Public School,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,7 SNOWCREST AVE
33673,19 240795 BLD,00,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Other(BA),0,LAKE SHORE,BLVD,W,   ,,W0334,2019-10-24,2019-11-26,,Permit Issued,"new wheel trans platform, modified landscaping, and new ramp.",Ttc Shelter,Ttc Shelter,0,0,200000,29.75,0,0,0,0,0,0,0,0.057308756,0 LAKE SHORE BLVD W
33696,18 221406 BLD,00,Building Additions/Alterations,Office,Garage Repair/Reconstruction,807,BROADVIEW,AVE, ,M4K,20360398,S1424,2018-09-06,2018-09-20,,Permit Issued,Proposal for concrete repair and waterproofing to the entrance and exit ramp and localized repairs to podium and foundation walls.,Office,Office,,,369300,0,0,0,0,0,0,0,0,0.057308756,807 BROADVIEW AVE
33947,22 139902 BLD,00,Building Additions/Alterations,Industrial,Other(BA),10,CONSTELLATION,CRT, ,M9W,14129820,W0132,2022-04-29,2022-07-22,,Permit Issued,Proposed cyclopentane storage tank and distribution piping and access ramp to tank Containment Area.,Industrial,Industrial,0,0,379123,0,0,0,0,0,0,0,0,0.057308756,10 CONSTELLATION CRT
34687,22 144735 BLD,00,Building Additions/Alterations,Place of Worship,Other(BA),60,LOWTHER,AVE, ,M5R,2376672,S1127,2022-05-10,2022-09-19,,Permit Issued,Proposal to construct a new barrier free ramp and install a new power door operator in an existing place of worship.,Place Of Worship,Place Of Worship,0,0,"20,000",0,0,0,0,0,0,0,0,0.057308756,60 LOWTHER AVE
35071,15 193644 BLD,00,Building Additions/Alterations,Repair Garage,Interior Alterations,400,GREENWOOD,AVE, ,M4J,7777285,S1431,2015-07-20,2015-08-06,,Permit Issued,Proposal for structural alterations to existing TTC service station for the installation of pit access ramp for tracks 30 and 31.,Ttc Repair Garage,Same,0,0,"250,000",0,0,0,0,0,0,100,0,0.057308756,400 GREENWOOD AVE
35503,22 163219 PLB,01,Plumbing(PS),Multiple Unit Building,Building Permit Related(PS),581,BLOOR,ST,W,M6G,10872401,S1133,2025-06-20,2025-08-05,,Revision Issued,"Rev 01 - P1 - added dish washing & storage units on level 1; commissary kitchen will not be cooking any food 1st Floor- open food stalls changed to private kitchens; conveyor belt added to connect all kitchens (connects kitchen under the mezzanine and building 2, with pickup counter in northwest counter); access ramp to connect Market Colonnade to Elevator Lobby Mezzanine Floor - 2 additional bathroom stalls added; additional seating added around the bar and perimeter of mezzanine; vaulted metal ceiling changed to gypsum board ceiling with vinyl printPlumbing  - Proposal for interior alterations for new food market/hall - Mirvish Village MarketConvenience address is 615 Markham St.",Multi Use,Multi Use,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,581 BLOOR ST W
35745,21 185241 PLB,00,Plumbing(PS),Medical/Dental Office,Building Permit Related(PS),179,WILLOWDALE,AVE, ,M2N,575641,N1826,2021-07-16,2021-09-09,,Inspection,"Plumbing  - Interior alternations for Group D medical office and pharmacy office, inlcuding load bearing wall removal and exterior barrier free ramp installation",Retail,Medical Office And Pharmacy Office,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,179 WILLOWDALE AVE
36480,19 139871 HVA,00,Mechanical(MS),Place of Worship,Building Permit Related(MS),240,RONCESVALLES,AVE, ,   ,860902,S0432,2019-04-13,2019-05-21,,Permit Issued,"HVAC - Proposal for the installation of an external barrier-free ramp, new internal barrier free lift and minor interior renovations to improve access",Place Of Worship,Place Of Worship,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,0.057308756,240 RONCESVALLES AVE
36528,14 117111 BLD,01,Building Additions/Alterations,Other,Other(BA),840,GERRARD,ST,E,M4M,808592,S1429,2015-05-12,2015-06-09,,Revision Issued,"REVISION - to add construction sequence plan to scopeProposal for interior alterations to the basement and ground floor of existing Fire Hall.  Scope of work includes concrete slab repair and water proofing.  Proposal also includes Hvac amd plumbing.Exterior stair and ramp, underpinning",Fire Hall,Same,0,0,0,0,0,0,0,0,0,0,0,0.057308756,840 GERRARD ST E
