city,address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source
toronto,957 BROADVIEW AVE,,,43.6825691799587,-79.3569694089219,yes,building,3,3,0,barrier-free,2024-06-03,2024-06-14,23 176895 PLB; 23 176895 BLD; 23 176895 HVA,,Plumbing  - Renovation of two existing Office units combining them into one Performing Arts Studio.Lowering the floor by approx. 0.6m for barrier free access. installing new hardware floor foor with thehydronic heating under. Renovation of one existing bathroom and installation of one new barrier freebathroom. New ventilation system. No structural changes required.,permit
toronto,100 PARKWAY FOREST DR,,,43.7733290054294,-79.3419013513631,yes,building,2,2,0,barrier-free; lift; ramp,2014-06-16,2015-01-15,14 164482 BLD; 14 164482 BLD,,Proposed alterations to basement and ground floor lobby (31m2) for new barrier free ramp and lift.,address_points
toronto,100 ROWENA DR,,,43.7517152170484,-79.3143675247648,yes,building,2,2,0,accessible; ramp,2022-11-22,2023-05-11,22 195075 BLD; 22 195075 BLD,,Revision to relocate corridor entrance door and revise ramp,address_points
toronto,100 UNITY RD,,,43.6777944096621,-79.3304893255137,yes,building,2,2,0,barrier-free,2019-03-14,2019-03-28,19 120045 BLD; 19 120045 PLB,,Proposed interior alterations to existing washrooms to create barrier-free access on the ground floor of an existing apratment building.,address_points
toronto,101 LOGAN AVE,,,43.6569538915962,-79.3407993196082,yes,building,2,2,0,handrail,2012-11-27,2012-11-27,12 280898 BLD; 12 280898 PLB,,"Internal alterations - add handrail to stair in basement, remove wall on 1st floor and add additional joists, add new wall; add new powder room on 1 st floor, repair deck and cut back to orginal size. Insulate exterior walls.",address_points
toronto,105-121 HUMBER BLVD,,,43.6430696225341,-79.5079556368074,yes,building,2,2,0,accessible; barrier-free; ramp,2015-08-10,2015-08-10,15 157562 PLB; 15 157562 BLD,,"Plumbing  - Proposed alteration to existing multi-unit residential building, including widening exterior accessibility ramp, interior alteration to rec.room, converting existing washrooms to a barrier free & universal washroom(111.4 sq.m), interior scooter parking(43.35 sq. m) and office(10sq.m),",permit
toronto,110 PARKWAY FOREST DR,,,43.7741272952143,-79.3429419453787,yes,building,2,2,0,barrier-free; lift; ramp,2014-06-16,2015-01-15,14 164380 BLD; 14 164380 BLD,,Install barrier free ramp in basement and barrier free lift on main floor.,address_points
toronto,121 HUMBER BLVD,,,43.6784250364436,-79.4818893227418,yes,building,2,2,0,barrier-free,2020-07-09,2020-07-09,20 154750 BLD; 20 154750 HVA,,"Proposal to renovate the existing underutilized, superintendent and staff spaces to create community service hub office space.  Renovations will include new tenant meeting room, staff showers and new barrier-free washroom.",address_points
toronto,1245 DUPONT ST,,,43.6676965983465,-79.4408080352923,yes,building,2,2,0,ramp,2025-11-17,2025-11-17,21 229290 PLB; 21 229290 HVA,,"Rev 01: storm water piping to accommodate the walk way canopy, adjust some wall boxes in suites to coordinate with site conditions and window mullions, delete natural gas provided to some suites, smoke detector vs grille location coordination, some patio drains added, stair pressurization duct routing for one stair, delete ramp trench drain, main electrical room cooling equipment location revised, delete heater in mezzanine mechanical room ladder vestibule and revise routing of the chilled garbage room exhaust duct.Plumbing  - Construct a new 31 store building with 427 residential units, non-residential area and 2 levels of underground parking garage",permit
toronto,14 RAYOAK DR,,,43.7598392749371,-79.3194095757157,yes,building,2,2,0,barrier-free; ramp,2011-11-09,2012-03-20,11 302123 BLD; 11 302123 PLB,,Rayoak apartment - Int. Alt. basement re: barrier free Rec. Room - Unit 004 and barrier free exterior ramp to building entrance,address_points
toronto,1420 VICTORIA PARK AVE,,,43.7214632000115,-79.3024554683599,yes,building,2,2,0,ramp,2017-05-18,2017-06-02,17 114357 BLD; 17 114357 HVA,,"Proposal for interior alterations to common areas and entry vestibules, and 3 replacement and 1 new exterior ramp in existing apartment building.",permit
