_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,WORK,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,GEO_ID,WARD_GRID,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,CURRENT_USE,PROPOSED_USE,DWELLING_UNITS_CREATED,DWELLING_UNITS_LOST,EST_CONST_COST,ASSEMBLY,INSTITUTIONAL,RESIDENTIAL,BUSINESS_AND_PERSONAL_SERVICES,MERCANTILE,INDUSTRIAL,INTERIOR_ALTERATIONS,DEMOLITION,rank,address
29370,20 148139 BLD,01,Building Additions/Alterations,Apartment Building,Interior Alterations,80,DANFORTH,AVE, ,M4K,3841916,S1424,2020-09-23,2020-11-18,2021-11-12,Closed,"rev 1: MODIFICATIONS TO THE SECONDARY DOOR AT THE RECREATION ROOM.Proposal for a new universal washroom and kitchen. Renovation of com. room, super's office, vestibule ramp with accessibility upgrades",Residential Apartment,Residential Apartment,0,0,0,0,0,0,0,0,0,0,0,0.057308756,80 DANFORTH AVE
29497,21 105794 BLD,00,Building Additions/Alterations,Apartment Building,Other(BA),330,GERRARD,ST,E,M5A,4907667,S1327,2021-01-18,2022-06-08,2022-06-22,Closed,Proposal to construct a barrier free ramp at the front of the existing apartment building.,Apartment Building,Apartment Building,0,0,"100,000.00",0,0,0,0,0,0,0,0,0.057308756,330 GERRARD ST E
30969,17 121980 BLD,00,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,250,DAVENPORT,RD, ,M5R,7980015,S1127,2017-02-27,2020-01-10,2020-10-08,Closed,Proposal for underground parking garage repairs to an existing apartment building.  Demo eleven (11) townhome units.  Proposal includes new garage and entrance ramp within the building. Toronto Community Housing Corporation. (East and west portions of lot to be severed at future date. Refer to By-law 1284-2016).,Apartment Building,Same,,,"1,750,000",0,0,0,0,0,0,0,0,0.057308756,250 DAVENPORT RD
31492,20 157280 BLD,00,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,360,RIDELLE,AVE, ,M6B,71158,N0831,2020-06-17,2020-06-25,2021-02-19,Closed,"PROPOSED: Parking garage repairs including waterproofing replacement at entrance ramp, localized concrete repairs and interior waterproofing repairs.",Apartment,Apartment,,,550000,0,0,0,0,0,0,0,0,0.057308756,360 RIDELLE AVE
31605,20 145866 BLD,00,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,20,CARLTON,ST, ,M5B,7730265,S1326,2020-05-15,2020-05-29,2021-05-21,Closed,"gaarage ramp, slab, concrete repair",Apartment Building,Apartment Building,,,150000,0,0,0,0,0,0,0,0,0.057308756,20 CARLTON ST
31717,17 127413 BLD,00,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,10-20,AVOCA,AVE, ,M4T,765798,S1238,2017-03-10,2017-04-18,2021-03-17,Closed,Proposal for concrete repairs to the underground parking garage and ramp in an existing apartment building.,Apartment Building,Same,,,"27,600",0,0,0,0,0,0,0,0,0.057308756,10-20 AVOCA AVE
31950,20 143010 BLD,00,Building Additions/Alterations,Apartment Building,Interior Alterations,369,PAPE,AVE, ,M4K,8407983,S1430,2020-05-06,2020-06-11,2021-07-08,Closed,"New Universal Washroom, new kitchen, new ramp at community room, accessibility upgrades.",Apartment Building,Apartment Building,0,0,"433,475",0,0,0,0,0,0,192.92,0,0.057308756,369 PAPE AVE
32285,16 269212 BLD,00,Building Additions/Alterations,Apartment Building,Multiple Projects,679,QUEENS QUAY, ,W,M5V,7553732,S1035,2016-12-20,2017-01-31,2018-02-16,Closed,"Interior alterations to portion of basement, ground floor, & 5th floor for accessibility upgrades to universal washroom, entry to laundry, entry to rec room, entry ramp, vestibule lobby at basement, and main entrace of Toronto Community Housing building.",Residential,Same,0,0,"200,000",0,0,0,0,0,0,57,0,0.057308756,679 QUEENS QUAY W
32357,07 273243 BLD,00,Building Additions/Alterations,Apartment Building,Other(BA),828,KINGSTON,RD, ,M4E,5543545,S1936,2007-10-25,2007-11-19,2026-06-08,Closed - Dormant,Permit to remove and replace existing barrier-free ramp and reiwork existing entrance canopy ,Apartment Building,Same,0,0,48000,0,0,0,0,0,0,0,0,0.057308756,828 KINGSTON RD
32664,11 305402 BLD,00,Building Additions/Alterations,Other,Multiple Projects,25,AUGUSTA,AVE, ,M5T,14194907,S1023,2011-11-04,2012-01-17,2023-03-08,Closed,Interior alterations to existing nunnery (pricipal building) for purposes of a rooming house containing 13 dwelling rooms. Also included in the proposal is the constrcution of an exterior barrier free ramp to north side of the building.  The existing secondary buildign will be maintained as constructed.  ,Nunnery,Rooming House,0,0,100000,0,0,104,0,0,0,0,0,0.057308756,25 AUGUSTA AVE
33496,05 163714 BLD,00,Building Additions/Alterations,Apartment Building,Other(BA),77,CLARENDON,AVE, ,M4V,783416,S1237,2005-07-22,2005-08-04,2024-05-14,Closed,Construct a new access ramp at front entrance of building.  Applicant has Fire approval to relocate siamese (see drawings),Apartment Building,Same,0,0,5000,0,0,0,0,0,0,0,0,0.057308756,77 CLARENDON AVE
33985,19 192437 BLD,00,Building Additions/Alterations,Apartment Building,Other(BA),1615,DUNDAS,ST,E,M4L,796378,S1438,2019-07-20,2019-12-05,2020-12-16,Closed,Proposal to construct a new accessible concrete ramp to the building entrance. Scope of work includes the installation of wider doors into the vestibule with a push button for accessibility. ,Apartment,Apartment,0,0,139000,0,0,0,0,0,0,0,0,0.057308756,1615 DUNDAS ST E
