city_file_number,permit_type,permit_class,permit_date,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,neighbourhood_classification,ward,zoning,land_parcel_count,latitude,longitude,location,geometry_point,bia
170879422-017,Major Development Permit,Discretionary Development,2019-03-15T00:00:00.000,Approved,"To construct an Addition, Exterior Alterations and Interior Alterations to a Child Care Services Use building (maximum 189 children) (to enclose an egress stairway, expand a covered patio [3.2m x 2.4m],amend and enclose a covered barrier free access ramp and covered patio [11.3m x 2.9m], partially enclose existing second floor patio, remove window on East Facade) and to amend the Landscaping Plan (adding trees and shrubs to the front setback).",124 - 66 STREET SW,Plan 3027KS Blk 1 Lot S,6211,ELLERSLIE,Developing,Karhiio Ward,RR,3,53.43191997999526,-113.44417468572526,"{'latitude': '53.43191997999526', 'longitude': '-113.44417468572526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44417468572526, 53.43191997999526]}",
181093671-001,Minor Development Permit,Permitted Development,2016-03-23T00:00:00.000,Approved,"To construct an addition to a Single Detached House (rear single story addition, 6.10m x 7.32m) and a rear uncovered deck  (2.44m x 1.68m), with ramp (1.31m x 5.59m @1.22m in Height).",11622 - 127 AVENUE NW,Plan 2052AE Blk 6 Lot 26,3070,CALDER,Redeveloping,Anirniq Ward,RS,3,53.585182906177906,-113.52315433917086,"{'latitude': '53.585182906177906', 'longitude': '-113.52315433917086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52315433917086, 53.585182906177906]}",
180208470-001,Minor Development Permit,Discretionary Development,,Refused,To construct exterior alterations to a Single Detached House (adding a wheelchair ramp).,14037 - 106A AVENUE NW,Plan 4677HW Blk 67A Lot 9,3200,GLENORA,Redeveloping,Nakota Isga Ward,RS,3,53.549957700055586,-113.56509327569381,"{'latitude': '53.549957700055586', 'longitude': '-113.56509327569381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56509327569381, 53.549957700055586]}",
186920348-001,Minor Development Permit,Permitted Development,2016-02-12T00:00:00.000,Approved,"To construct exterior alterations to a Single Detached House (temporary accessibility ramp from February 11th 2016 to September 30th, 2016).",9642 - 71 AVENUE NW,Plan 1763HW Blk 28 Lot 26,6290,HAZELDEAN,Redeveloping,papastew Ward,RS,3,53.50780849672183,-113.47856028095836,"{'latitude': '53.50780849672183', 'longitude': '-113.47856028095836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47856028095836, 53.50780849672183]}",
233478162-001,Minor Development Permit,Permitted Development,2016-10-25T00:00:00.000,Approved,To demolish an Essential Utility Services use building (lift station pump).,6039 - NADEN LANDING NW,NW-29-53-24-4;SW-29-53-24-4,3111,GRIESBACH,Redeveloping,Ward 2,"RF5g,DC2,GLG",3,53.60466812108686,-113.50890349143461,"{'latitude': '53.60466812108686', 'longitude': '-113.50890349143461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50890349143461, 53.60466812108686]}",
173773642-001,Minor Development Permit,Permitted Development,2015-07-09T00:00:00.000,Approved,"To construct interior alterations (Main floor: adding laundry room, relocating fireplace and kitchen; 2nd floor: removing bathroom walls; All floors: adding an elevator shaft) and exterior alterations (Main floor: adding 2 windows and enlarging patio door on the South side) to an existing Rowhouse.","16, 500 - LESSARD DRIVE NW",Condo Common Area (Plan 0223662),4160,GARIEPY,Redeveloping,sipiwiyiniwak Ward,RSM,3,53.491300369363216,-113.61693280650809,"{'latitude': '53.491300369363216', 'longitude': '-113.61693280650809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61693280650809, 53.491300369363216]}",
051866101-005,Minor Development Permit,Permitted Development,2015-07-30T00:00:00.000,Approved,"To construct exterior alterations to an existing Single Detached House (barrier free access ramp for wheelchair, 15.54m in length in front yard).",12406 - 18A AVENUE SW,Plan 0424132 Blk 10 Lot 115,5454,RUTHERFORD,Developing,Ipiihkoohkanipiaohtsi Ward,RSF,3,53.41631959961411,-113.53550470155713,"{'latitude': '53.41631959961411', 'longitude': '-113.53550470155713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53550470155713, 53.41631959961411]}",
185675022-001,Minor Development Permit,Permitted Development,2016-01-20T00:00:00.000,Approved,To construct an addition (elevator shaft) to an existing Single Detached House.,17240 - 115 STREET NW,Plan 9722601 Blk 85 Lot 107,3080,CANOSSA,Developing,Anirniq Ward,RS,3,53.634137400428855,-113.52433815179393,"{'latitude': '53.634137400428855', 'longitude': '-113.52433815179393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52433815179393, 53.634137400428855]}",
434103691-002,Minor Development Permit,Permitted Development,2022-10-11T00:00:00.000,Approved,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, Basement development with wet bar (NOT to be used as an additional Dwelling), exterior hot tub, fireplace, roof top deck, elevator and rear uncovered deck (7.21m x 4.27m).",55B - FAIRWAY DRIVE NW,Plan 2220098 Blk 26 Lot 25B,5540,WESTBROOK ESTATES,Redeveloping,papastew Ward,RS,3,53.47272830297355,-113.54715354462222,"{'latitude': '53.47272830297355', 'longitude': '-113.54715354462222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.54715354462222, 53.47272830297355]}",
282972914-003,Minor Development Permit,Permitted Development,2018-06-14T00:00:00.000,Approved,"To construct an addition to a Single Detached House (rear cover over existing rear deck, 1.98m x 3.05m), uncovered rear deck (6.9m x 2.43m @ 0.90m high) with wheelchair ramp and landing (1.26m x 1.23m @ 0.55m high), and front uncovered deck landing (1.32m x 1.68m @ 0.9m in High), existing without permits.",11912 - 90 STREET NW,Plan 2307R Blk 4 Lot 27,1010,ALBERTA AVENUE,Redeveloping,Métis Ward,RS,3,53.57238404313897,-113.48016681843188,"{'latitude': '53.57238404313897', 'longitude': '-113.48016681843188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48016681843188, 53.57238404313897]}",
161851219-012,Minor Development Permit,Permitted Development,2015-09-23T00:00:00.000,Approved,"To construct exterior alterations to a Single Detached House (glass elevator overrun, door change at swimming pool room, new chimney, extension of wall above swimming pool room).",11427 - 48 AVENUE NW,Plan 1422372 Blk 7 Lot 56A,5280,MALMO PLAINS,Redeveloping,papastew Ward,RS,3,53.48560348994347,-113.52484913902356,"{'latitude': '53.48560348994347', 'longitude': '-113.52484913902356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52484913902356, 53.48560348994347]}",
170972138-001,Uncovered Deck Combo Permit,Permitted Development,,In Progress,To construct a Side Uncovered deck (wheelchair ramp - 1.83m x 14.63m at 1.07m in height).,4123 - 123 AVENUE NW,Plan 1222308 Unit 45,2090,BERGMAN,Redeveloping,Métis Ward,RS,3,53.57811182154204,-113.40523729301592,"{'latitude': '53.57811182154204', 'longitude': '-113.40523729301592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.40523729301592, 53.57811182154204]}",
287191410-001,Uncovered Deck Combo Permit,Permitted Development,2018-07-10T00:00:00.000,Approved,To construct a side uncovered deck to a mobile home (11.28m x 1.52m @ 0.81m in Height) with accessibility ramp.,14 - WEST VIEW BOULEVARD NW,Plan 0627961 Blk 1 Lot 7,4620,WESTVIEW VILLAGE,Redeveloping,Nakota Isga Ward,RSF,3,53.5521995183539,-113.69703236472066,"{'latitude': '53.5521995183539', 'longitude': '-113.69703236472066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.69703236472066, 53.5521995183539]}",
304334832-001,Major Development Permit,Discretionary Development,2019-04-26T00:00:00.000,Approved,"To change the Use from a Single Detached House to a Restaurant (81.5 square meters of Public Space with 59 seats in interior) with an accessory fenced, outdoor patio (24.2 square meters of Public Space with 16 seats); and to construct exterior and interior alterations (new entry door, deck, stair, wheelchair lift and outdoor patio space).","BSMT, 8903 - 83 AVENUE NW",Plan 2980HW Blk 25 Lot 19,6040,BONNIE DOON,Redeveloping,Métis Ward,CN,3,53.518746050018514,-113.46463759325835,"{'latitude': '53.518746050018514', 'longitude': '-113.46463759325835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46463759325835, 53.518746050018514]}",
388830906-002,Minor Development Permit,Permitted Development,2021-04-26T00:00:00.000,Approved,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, elevator, rear covered deck (9.14m x 4.60m), fireplace, hot tub, side door entrance (with landing), and Basement development (NOT to be used as an additional Dwelling).",4135 - CAMERON HEIGHTS POINT NW,Plan 1424124 Blk 14 Lot 93,4466,CAMERON HEIGHTS,Developing,sipiwiyiniwak Ward,RSF,3,53.47754279538237,-113.62749279943398,"{'latitude': '53.47754279538237', 'longitude': '-113.62749279943398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62749279943398, 53.47754279538237]}",
254974275-001,House Combo Permit,Permitted Development,2018-01-10T00:00:00.000,Approved,"To construct a Single Detached House with an Unenclosed Front Porch,  attached Garage, rear uncovered deck (6.64m x 3.68m), fireplace, elevator, Basement Development (NOT to be used as an additional Dwelling), and Rooftop Terrace.",8332 - ROWLAND ROAD NW,Plan 1721738 Blk 52 Lot 5A,6230,FOREST HEIGHTS,Redeveloping,Métis Ward,RS,3,53.5499884791013,-113.45690162385155,"{'latitude': '53.5499884791013', 'longitude': '-113.45690162385155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45690162385155, 53.5499884791013]}",
292487464-001,Major Development Permit,Discretionary Development,2018-10-19T00:00:00.000,Approved,To construct an addition to a Religious Assembly building (elevator shaft).,11526 - 76 AVENUE NW,Plan 1367HW Blk 17 Lot 10,5040,BELGRAVIA,Redeveloping,papastew Ward,RM,3,53.51252476995297,-113.53084074793458,"{'latitude': '53.51252476995297', 'longitude': '-113.53084074793458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53084074793458, 53.51252476995297]}",
294023918-001,Minor Development Permit,Permitted Development,2018-11-06T00:00:00.000,Approved,To construct a front uncovered deck with wheelchair lift (2.13m x 2.13m @ 0.56m in Height) and interior/ exterior alterations (main floor renovation and enlarging front door) to an existing Single Detached House.,11731 - 111 AVENUE NW,Plan 2674HW Blk 18 Lot 293,1180,QUEEN MARY PARK,Redeveloping,O-day'min Ward,RS,3,53.55845297323033,-113.52506201229875,"{'latitude': '53.55845297323033', 'longitude': '-113.52506201229875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52506201229875, 53.55845297323033]}",
234919092-007,Major Development Permit,Permitted Development,2018-11-19T00:00:00.000,Approved,"To amend the approved Development Permit number 234919092-001 by increasing the Height from 141.3 to 142.0 meter high mixed Use Tower; and reducing the Commercial podium from 3 to 2 Storeys including a common lobby, nine (9) General Retail Stores, three (3) Restaurants (60% of total Floor Area as Public Space), one (1) Professional, Financial and Office Support Services, with accessory Non-Residential Amenity Area including accessible outdoor rooftop podium; with an Apartment Housing Tower (adding a floor of Residential Use and increasing Dwelling units from 568 to 582 from the 3rd to 41st floors), with accessory Residential Amenity Area (indoor and outdoor rooftop podium); and an Urban Garden (66 garden plots) on the rooftop podium; and mechanical rooms on the 42nd floor; and to construct exterior and interior alterations.",10305 - 104 AVENUE NW,Plan 2020006 Units 308;Plan 2021522 Units 386;Plan 1722545 Blk 2 Lots 7-8,1090,DOWNTOWN,Redeveloping,"Ward 6,O-day'min Ward",AED,13,53.54589844888628,-113.49833063016284,"{'latitude': '53.54589844888628', 'longitude': '-113.49833063016284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49833063016284, 53.54589844888628]}",Downtown
436536873-002,Minor Development Permit,,,Other,"To construct a Single Detached House with rear attached Garage, Unenclosed Front Porch, rear covered deck (6.00m x 3.66m), balcony, fireplace, rooftop patio, wet bar, elevator, Garage level development (NOT to be used as an additional Dwelling) and to develop a Secondary Suite in the Basement.",10173 - 93 STREET NW,Plan 2057Q Blk 1 Lot 67,1210,RIVERDALE,Redeveloping,O-day'min Ward,RS,3,53.54486452363322,-113.47433824575029,"{'latitude': '53.54486452363322', 'longitude': '-113.47433824575029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47433824575029, 53.54486452363322]}",
296320252-001,Minor Development Permit,Permitted Development,2018-10-29T00:00:00.000,Approved,"To construct exterior alterations to a Single Detached House, (front uncovered deck, irregular shape 2.68m x 2.54m @ 0.41m in Height with Accessibility Ramp, 1.10m x 5.69m).",5118 - 17A AVENUE NW,Plan 7721181 Blk 10 Lot 35,6460,MEYOKUMIN,Redeveloping,Karhiio Ward,RS,3,53.447493267968696,-113.4215942800484,"{'latitude': '53.447493267968696', 'longitude': '-113.4215942800484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4215942800484, 53.447493267968696]}",
246868232-001,Major Development Permit,Discretionary Development,2017-06-27T00:00:00.000,Approved,To construct exterior alterations (accessibility ramp for the main entrance) to an existing Apartment House (Sundance Housing Co-op).,8803 - 101 AVENUE NW,Plan 4047ET Blk B Lot 5,1210,RIVERDALE,Redeveloping,O-day'min Ward,DC2,3,53.54338375840108,-113.46655133833299,"{'latitude': '53.54338375840108', 'longitude': '-113.46655133833299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46655133833299, 53.54338375840108]}",
517886321-002,Minor Development Permit,,,Other,"To construct a Residential Use building in the form of a Single Detached House with unenclosed front porch, rear ramp, Basement development (NOT to be used as an additional Dwelling) for DAY CARE USE.",9407 - COLAK LANE SW,Plan 2122833 Blk 40 Lot 1,5462,CHAPPELLE AREA,Developing,Ipiihkoohkanipiaohtsi Ward,RSF,3,53.39818737276504,-113.58691502533831,"{'latitude': '53.39818737276504', 'longitude': '-113.58691502533831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58691502533831, 53.39818737276504]}",
474695661-002,Major Development Permit,Permitted Development,2023-07-25T00:00:00.000,Approved,"A revision to DP 377204962-002: To reduce the number of Dwellings from 212 to 176 and reduce the height of the building, relocate the ramp and waste collection area, and construct exterior and interior alterations.","101, 5403 - 7 AVENUE SW",Plan 1222184 Blk 11 Lot 32,6661,CHARLESWORTH,Developing,Karhiio Ward,RM,3,53.4256736601843,-113.42677955909178,"{'latitude': '53.4256736601843', 'longitude': '-113.42677955909178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42677955909178, 53.4256736601843]}",
457416103-002,Minor Development Permit,Discretionary Development,2023-02-02T00:00:00.000,Approved,"To construct a Single Detached House with rear attached Garage, rear covered sunroom, elevator, fireplace, Basement development (NOT to be used as an additional Dwelling) and to demolish a Single Detached House and Accessory Building (detached Garage).",14639 - 92A AVENUE NW,Plan 6054HW Blk 9 Lot 15,3330,PARKVIEW,Redeveloping,sipiwiyiniwak Ward,RS,3,53.5263211740387,-113.57401735922681,"{'latitude': '53.5263211740387', 'longitude': '-113.57401735922681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57401735922681, 53.5263211740387]}",
304188521-001,Minor Development Permit,Discretionary Development,2019-06-19T00:00:00.000,Approved,"To construct a two-Storey Garden Suite with elevator, balcony and pergola-over-patio (main floor at 11.28m x 11.58m, second floor at 9.45m x 7.32m), and to demolish a detached Garage.",9123G - 76 STREET NW,Plan 5184HW Blk 22 Lot 41,6310,HOLYROOD,Redeveloping,Métis Ward,RS,3,53.52665634830626,-113.443994531377,"{'latitude': '53.52665634830626', 'longitude': '-113.443994531377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.443994531377, 53.52665634830626]}",
139391997-014,Major Development Permit,Permitted Development,2016-11-04T00:00:00.000,Approved,To construct exterior and interior alterations to an approved development permit 139391997-001 (Apartment Housings Building 1 reduced from 91 to 87 Dwelling units and Building 2 increased from 59 to 63 Dwelling units and to relocate ramp on Building 2) and reconfigure location of Row Housings and Semi-detached House. Total number of Dwellings: 150.,17814 - 97 STREET NW,Plan 1620480 Blk 81 Lot 56,3190,ELSINORE,Developing,tastawiyiniwak Ward,"RSM,RM",3,53.63988269538699,-113.49323404432056,"{'latitude': '53.63988269538699', 'longitude': '-113.49323404432056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49323404432056, 53.63988269538699]}",
254970692-001,House Combo Permit,Permitted Development,2018-01-10T00:00:00.000,Approved,"To construct a Single Detached House with an Unenclosed Front Porch,  attached Garage, rear uncovered deck (6.64m x 3.68m), fireplace, elevator, Basement Development (NOT to be used as an additional Dwelling), and Rooftop Terrace.",8330 - ROWLAND ROAD NW,Plan 1721738 Blk 52 Lot 5B,6230,FOREST HEIGHTS,Redeveloping,Métis Ward,RS,3,53.55002480277972,-113.45676607169801,"{'latitude': '53.55002480277972', 'longitude': '-113.45676607169801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45676607169801, 53.55002480277972]}",
485959639-002,Minor Development Permit,Discretionary Development,2023-10-20T00:00:00.000,Approved,"To construct a Single Detached House with two front attached Garages, Unenclosed Front Porch, 4 balconies, rear 4 season room (5.59m x 3.66m), rear partially covered deck, elevator, roof top deck, fireplaces and Basement development (NOT to be used as an additional Dwelling).",207 - WINDERMERE DRIVE NW,Plan 1820067 Blk 14 Lot 19,5570,WINDERMERE,Developing,pihêsiwin Ward,DC1,3,53.44524956402306,-113.62213568850494,"{'latitude': '53.44524956402306', 'longitude': '-113.62213568850494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62213568850494, 53.44524956402306]}",
473418986-002,Minor Development Permit,Discretionary Development,2024-04-02T00:00:00.000,Approved,"To construct a Residential Use building in the form of a Single Detached House with front attached Garages, rear covered deck (12.65m x 4.88m), unenclosed front porch, fireplace, elevator, balcony, wet bar on third floor, and Basement development with wet bar (NOT to be used as an additional Dwelling).",323 - 153 AVENUE NW,Plan 8822930 Lot D2,2690,RURAL NORTH EAST SOUTH STURGEON,Developing,Dene Ward,AG,3,53.611255957956786,-113.34789582898306,"{'latitude': '53.611255957956786', 'longitude': '-113.34789582898306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.34789582898306, 53.611255957956786]}",
312281917-001,Minor Development Permit,,,Other,To construct a Garden Suite with balcony and Elevator.,9536G - 144 STREET NW,Plan 6334HW Blk 90 Lot 14,3140,CRESTWOOD,Redeveloping,Nakota Isga Ward,RS,3,53.53277411712138,-113.57072970873037,"{'latitude': '53.53277411712138', 'longitude': '-113.57072970873037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57072970873037, 53.53277411712138]}",
282682625-001,Minor Development Permit,Permitted Development,2018-07-10T00:00:00.000,Approved,"To construct a addition and exterior alterations to a Single Detached House (enclose portion of rear porch, 3.96m x 1.68m, and add elevator and alteration to the main and basement).",14015 - 106 AVENUE NW,Plan 839HW Blk 69 Lot 4,3200,GLENORA,Redeveloping,Nakota Isga Ward,RS,3,53.54857235045884,-113.56401379116224,"{'latitude': '53.54857235045884', 'longitude': '-113.56401379116224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56401379116224, 53.54857235045884]}",
150268810-013,Uncovered Deck Combo Permit,Permitted Development,2016-10-14T00:00:00.000,Approved,"To construct a side uncovered deck to a Single Detached House (extention of front deck to the back of house for wheelchair access, approx 1.2m x 16.30m)",10810 - 65 AVENUE NW,Plan 1349HW Blk 11 Lot C,5010,ALLENDALE,Redeveloping,papastew Ward,RS,3,53.502274199765566,-113.50996860976697,"{'latitude': '53.502274199765566', 'longitude': '-113.50996860976697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50996860976697, 53.502274199765566]}",
473314915-002,Minor Development Permit,Permitted Development,2023-08-11T00:00:00.000,Approved,"To construct a Single Detached House with front attached Garage, unenclosed front porch, elevator, front balconies, rooftop terrace and Basement development (NOT to be used as an additional Dwelling).",7305B - 155 STREET NW,Plan 2222604 Blk 9 Lot 10B,4430,RIO TERRACE,Redeveloping,sipiwiyiniwak Ward,RS,3,53.50530960228231,-113.58866171052583,"{'latitude': '53.50530960228231', 'longitude': '-113.58866171052583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58866171052583, 53.50530960228231]}",
270198348-002,Uncovered Deck Combo Permit,Permitted Development,2021-03-31T00:00:00.000,Approved,"To construct an uncovered deck to a Single Detached House (5.35m x 7.63m @ 0.91m in Height, extended off of the landing of an accessability ramp).",6108 - 134 AVENUE NW,Plan 2676MC Blk 5 Lot 18,2080,BELVEDERE,Redeveloping,Dene Ward,RS,3,53.595630718650256,-113.43624889659995,"{'latitude': '53.595630718650256', 'longitude': '-113.43624889659995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43624889659995, 53.595630718650256]}",
422652459-002,Major Development Permit,Permitted Development,2022-03-01T00:00:00.000,Approved,"To construct exterior alterations (removal of two exterior doors and add glazing for future tenant fit-out on the east facade on the ground floor level to a mixed Use Tower (9 General Retail Stores, 3 Restaurants (60% of total Floor Area as Public Space), 1 Professional, Financial and Office Support Services, with accessory Non-Residential Amenity Area including accessible outdoor rooftop podium; with an Apartment Housing Tower with accessory Residential Amenity Area (indoor and outdoor rooftop podium); and an Urban Garden on the rooftop podium (reference Development Permit number 234919092-007). (Ice District, Building BG)",10324 - 103 STREET NW,Plan 2020006 Unit 566,1090,DOWNTOWN,Redeveloping,"Ward 6,O-day'min Ward",AED,7,53.54537323907584,-113.49723497062547,"{'latitude': '53.54537323907584', 'longitude': '-113.49723497062547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49723497062547, 53.54537323907584]}",Downtown
660347086-002,Major Development Permit,Not Available,,In Progress,To increase the occupancy of a Child Care Service within a Residential Single Detached House from 24 to 39 children and construct interior and exterior alterations (accessibility ramp).,1503 - 16 AVENUE NW,Plan 2122579 Blk 7 Lot 37,6445,ASTER,Developing,Sspomitapi Ward,RSF,3,53.45098628983669,-113.36559917363172,"{'latitude': '53.45098628983669', 'longitude': '-113.36559917363172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.36559917363172, 53.45098628983669]}",
301403818-002,Major Development Permit,Discretionary Development,2019-11-25T00:00:00.000,Approved,"To construct exterior alterations by revising the parking layout (same number of parking spaces), and barrier free access encroaching onto City Road Right-of-Way, and rehabilitating the existing landscaping for an existing Multi-unit Housing.",9917 - 110 STREET NW,Condo Common Area (Plan 8321571),1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,RL,3,53.53798031520741,-113.5097400421073,"{'latitude': '53.53798031520741', 'longitude': '-113.5097400421073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5097400421073, 53.53798031520741]}",
623553237-002,Major Development Permit,Not Available,,Other,"To construct exterior alterations to a Community Service building (Religious Assembly), new exit doors, and stairs and wheel chair ramp. Encroachments existing without agreement, reference DP #310900581-001.",5410 - 122 AVENUE NW,Plan 2645KS Blk 76 Lot 20,2560,NEWTON,Redeveloping,Métis Ward,RS,3,53.576941570055865,-113.42566539406673,"{'latitude': '53.576941570055865', 'longitude': '-113.42566539406673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42566539406673, 53.576941570055865]}",
227703963-007,Minor Development Permit,Permitted Development,2017-04-20T00:00:00.000,Approved,"To construct interior alterations to a Single Detached House (installing an elevator, 1.38m x 1.35m)",232 - GRANDISLE POINT NW,Plan 5810MC Blk 3 Lot 8,4463,RIVERVIEW AREA,Developing,sipiwiyiniwak Ward,RR,3,53.43525410505334,-113.65578501466123,"{'latitude': '53.43525410505334', 'longitude': '-113.65578501466123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.65578501466123, 53.43525410505334]}",
649665016-002,Minor Development Permit,,,In Progress,"To construct a Residential Use building in the form of a Single Detached House with a front attached Garage, balcony, Basement development (NOT to be used as an additional Dwelling), covered deck, elevator, fireplace, uncovered deck and unenclosed front porch and EXTERIOR HOT TUB.",4708 - DONSDALE DRIVE NW,Plan 0625493 Blk 54 Lot 91,4120,DONSDALE,Developing,sipiwiyiniwak Ward,RS,3,53.48591252700846,-113.6317220501731,"{'latitude': '53.48591252700846', 'longitude': '-113.6317220501731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6317220501731, 53.48591252700846]}",
346817458-002,Major Development Permit,Discretionary Development,2020-01-21T00:00:00.000,Approved,"To amend the approved Development Permit number 234919092-007 by constructing an addition of a Restaurant / Bar and Neighbourhood Pub to Level 3 (podium rooftop) by increasing the overall total Floor Area of 739 square meters to an approved mixed Use Tower that includes the common lobby, nine (9) General Retail Stores, an increase from three (3) to four (4) Restaurants and to change the Use to three (3) of the Restaurants (B, C and D) to Restaurants / Bars and Neighbourhood Pubs (1,753 square meters of Public Space with 879 seats, where 876.5 square meters of Public Space and 440 seats is dedicated to Restaurant and 876.5 square meters of Public Space and 439 seats is dedicated to Bars and Neighbourhood Pubs), with an attached accessory exterior outdoor rooftop patio with 1,175 square meters of Public Space with 397 seats; one (1) Professional, Financial and Office Support Services; with accessory Non-Residential Amenity Area including accessible outdoor rooftop podium; with an Apartment Housing Tower (Dwelling units of 582 from the 3rd to 41st floors), with accessory Residential Amenity Area (indoor and outdoor rooftop podium); and an Urban Garden (reduction from 66 to 44 garden plots) on the rooftop podium; and mechanical rooms on the 42nd floor; and to construct exterior and interior alterations.","310, 10332 - 103 STREET NW",Plan 2020006 Unit 566,1090,DOWNTOWN,Redeveloping,"Ward 6,O-day'min Ward",AED,10,53.54543669181046,-113.4973074738212,"{'latitude': '53.54543669181046', 'longitude': '-113.4973074738212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4973074738212, 53.54543669181046]}",Downtown
