city_file_number,permit_type,permit_class,permit_date,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,neighbourhood_classification,ward,zoning,land_parcel_count,latitude,longitude,location,geometry_point,bia
506041289-002,Minor Development Permit,Permitted Development,2024-06-03T00:00:00.000,Approved,"To construct a Residential Use building in the form of a Single Detached House with a front attached Garage, unenclosed front porch, partially covered deck (10.21m x 6.35m), sunken patio, balcony, Rooftop Terrace, fireplace, elevator, and Basement development (NOT to be used as an additional Dwelling).",515 - HILLCREST POINT NW,Plan 1224818 Blk 1 Lot 7,4390,PATRICIA HEIGHTS,Redeveloping,sipiwiyiniwak Ward,RSF,3,53.50452488528147,-113.59241776682879,"{'latitude': '53.50452488528147', 'longitude': '-113.59241776682879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.59241776682879, 53.50452488528147]}",
157060193-008,Major Development Permit,Not Available,,Other,To construct exterior alterations (relocation of ramp to underground parkade) to an Apartment House building with 160 Dwellings.,560 - GRIESBACH PARADE NW,Condo Common Area (Plan 1822213),3111,GRIESBACH,Redeveloping,Ward 2,GVC,3,53.602578334919116,-113.49489080575651,"{'latitude': '53.602578334919116', 'longitude': '-113.49489080575651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49489080575651, 53.602578334919116]}",
170710884-001,Uncovered Deck Combo Permit,Discretionary Development,2015-06-22T00:00:00.000,Approved,"To construct a front uncovered deck (wheelchair ramp, irregular shape,  4.88m X 6.71m @ 1.22m in height).",10116 - 71 STREET NW,Plan 2444KS Blk 4 Lot 25,6730,TERRACE HEIGHTS,Redeveloping,Métis Ward,RS,3,53.54184858961327,-113.43732519478495,"{'latitude': '53.54184858961327', 'longitude': '-113.43732519478495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43732519478495, 53.54184858961327]}",
146894593-002,Major Development Permit,Permitted Development,2015-12-09T00:00:00.000,Approved,To construct exterior alterations to an existing Religious Assembly building (adding an entryway ramp and stairs to the east side of the building).,15911 - 107A AVENUE NW,Plan 3711KS Blk 29 Lot 3,4290,MAYFIELD,Redeveloping,Nakota Isga Ward,RS,9,53.55166019055585,-113.59639459990025,"{'latitude': '53.55166019055585', 'longitude': '-113.59639459990025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.59639459990025, 53.55166019055585]}",
377379820-002,Major Development Permit,Discretionary Development,2020-12-17T00:00:00.000,Approved,"To construct an addition and exterior alterations to a Religious Assembly building (Demolition of existing front addition, front facade improvement including new entryway and wheelchair ramp; new vestibule at south west corner of building)",13428 - 127 STREET NW,Plan 5570KS Blk 29 Lot 23,3430,WELLINGTON,Redeveloping,Anirniq Ward,RS,4,53.595857033,-113.541681073,"{'latitude': '53.595857033', 'longitude': '-113.541681073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.541681073, 53.595857033]}",
471300989-002,Minor Development Permit,Discretionary Development,2023-07-05T00:00:00.000,Approved,"To construct a Single Detached House with front attached Garage, Unenclosed front porch, elevator, Basement development (NOT to be used as an additional Dwelling) with wet bar, fireplaces, main floor partially covered deck  (17.98m x 5.79m with Balcony above 6.71m x 6.40m, rear sunken patio and walkout Basement.",18 - WINDERMERE DRIVE SW,Plan 0227756 Blk 2 Lot 34,5570,WINDERMERE,Developing,pihêsiwin Ward,DC2,3,53.43089575187735,-113.63177551703234,"{'latitude': '53.43089575187735', 'longitude': '-113.63177551703234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.63177551703234, 53.43089575187735]}",
484518713-002,Minor Development Permit,Discretionary Development,2023-11-08T00:00:00.000,Approved,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear covered deck (24.18m x 8.84m), balconies, exterior hot tub, outdoor kitchen, roof top deck, fireplace, elevator, and Basement development (NOT to be used as an additional Dwelling)",155 - WINDERMERE DRIVE NW,Plan 1820122 Blk 14 Lot 32,5570,WINDERMERE,Developing,pihêsiwin Ward,DC1,3,53.44225671804702,-113.62512766099434,"{'latitude': '53.44225671804702', 'longitude': '-113.62512766099434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62512766099434, 53.44225671804702]}",
439388364-002,Minor Development Permit,Discretionary Development,2022-08-24T00:00:00.000,Refused,To construct a two-Storey Garden Suite with balcony and elevator (10.05m x 7.93m).,11327G - 36 AVENUE NW,Plan 590NY Blk 66 Lot 23,5220,GREENFIELD,Redeveloping,papastew Ward,RS,3,53.46981265973028,-113.52608555553053,"{'latitude': '53.46981265973028', 'longitude': '-113.52608555553053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52608555553053, 53.46981265973028]}",
172190567-001,Uncovered Deck Combo Permit,Permitted Development,2015-06-26T00:00:00.000,Approved,To construct an uncovered deck (1.76m x 20.86m at 0.45m in Height) and a wheelchair ramp (1.20m x 6.20m) in the Side Yard.,15331 - 104 AVENUE NW,Plan 6629ET Blk 24 Lot 10,4090,CANORA,Redeveloping,Nakota Isga Ward,RS,3,53.54624706055964,-113.58633833636569,"{'latitude': '53.54624706055964', 'longitude': '-113.58633833636569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58633833636569, 53.54624706055964]}",
277616548-001,House Combo Permit,Permitted Development,2018-07-19T00:00:00.000,Approved,"To construct a Single Detached House, fireplace, elevator, veranda (3.05m x 2.44m), uncovered rear deck (triangle shaped 5.6mx 6.9m), Basement development with wet bar (NOT to be used as an additional Dwelling) and to demolish the existing Single Detached House",9533 - 74 AVENUE NW,Plan 8370ET Blk 19 Lot F,6610,RITCHIE,Redeveloping,papastew Ward,RS,3,53.51011350818968,-113.47530990896615,"{'latitude': '53.51011350818968', 'longitude': '-113.47530990896615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47530990896615, 53.51011350818968]}",
252386843-001,Minor Development Permit,Permitted Development,2017-05-29T00:00:00.000,Approved,To construct an Addition to a Single Detached House (porch with ramp 2.52m x 6.39m)(existing without permits),11312 - 53 AVENUE NW,Plan 2955MC Blk 5 Lot 38,5270,LENDRUM PLACE,Redeveloping,papastew Ward,RS,3,53.48996514866738,-113.52160103096071,"{'latitude': '53.48996514866738', 'longitude': '-113.52160103096071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52160103096071, 53.48996514866738]}",
177705340-003,Uncovered Deck Combo Permit,Permitted Development,2016-06-14T00:00:00.000,Approved,"To construct an uncovered deck to Single Detached House, existing without permits (1.52m x 6.22m @ 0.76m in Height with access ramp).",14037 - 106A AVENUE NW,Plan 4677HW Blk 67A Lot 9,3200,GLENORA,Redeveloping,Nakota Isga Ward,RS,3,53.549957700055586,-113.56509327569381,"{'latitude': '53.549957700055586', 'longitude': '-113.56509327569381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56509327569381, 53.549957700055586]}",
515046209-002,Minor Development Permit,Permitted Development,2025-08-12T00:00:00.000,Approved,To construct a Residential Use building in the form of a 3 Dwelling Backyard House with elevator.,"G1, 12122 - 45 STREET NW",Plan 2726HW Blk 29 Lot 1,2040,BEACON HEIGHTS,Redeveloping,Métis Ward,RS,3,53.57595836611415,-113.41111376529287,"{'latitude': '53.57595836611415', 'longitude': '-113.41111376529287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41111376529287, 53.57595836611415]}",
456858713-002,Minor Development Permit,Discretionary Development,2023-05-29T00:00:00.000,Approved,"To construct a Single Detached House with an Unenclosed Front Porch, rear attached Garage,  rear uncovered deck (6.20m x 3.51m), irregular shape rear covered deck (4.71m x 4.43m), indoor swimming pool & hot tub, balcony, fireplace, elevator, Basement development (NOT to be used as an additional Dwelling), and to demolish a Single Detached House and Accessory building (detached Garage).",8359 - 120 STREET NW,Plan 4116HW Blk 13 Lot 63,5580,WINDSOR PARK,Redeveloping,papastew Ward,RS,3,53.52221211091745,-113.53680925916967,"{'latitude': '53.52221211091745', 'longitude': '-113.53680925916967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53680925916967, 53.52221211091745]}",
252168271-001,Minor Development Permit,Discretionary Development,2017-09-26T00:00:00.000,Approved,"To construct an addition to a Single Detached House (attached Garage with internal ramp, and a second Storey) and to demolish the existing attached Garage and breezeway.",11619 - 139 STREET NW,Plan 6838KS Blk 10 Lot 23,3450,WOODCROFT,Redeveloping,Anirniq Ward,RS,3,53.5687326161496,-113.561012474445,"{'latitude': '53.5687326161496', 'longitude': '-113.561012474445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.561012474445, 53.5687326161496]}",
252302320-003,Uncovered Deck Combo Permit,Permitted Development,2017-06-22T00:00:00.000,Approved,"To construct a front uncovered Deck with ramp to Single Detached House (2.42m x 5.81m @ 0.72m in hight with 1.13m wide ramp), existing without permits",11915 - 137 AVENUE NW,Plan 4766KS Blk 4 Lot 1,3250,KENSINGTON,Redeveloping,Anirniq Ward,RS,3,53.59904032635973,-113.52812752682925,"{'latitude': '53.59904032635973', 'longitude': '-113.52812752682925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52812752682925, 53.59904032635973]}",
