row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,floor_area,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,bia,count,latitude,longitude,location,geometry_point,occupancy_granted_date
0-170957822,2015-05-20T00:00:00.000,2015-05-20T00:00:00.000,2015,5,Commercial Final,"To construct interior alterations, 2 barrier free washrooms and hand sink, plumbing is roughed in.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,5000,,0,3811 - 99 STREET NW,Plan 9120758 Blk 4 Lot 7,BE,6700,STRATHCONA INDUSTRIAL PARK,,1,53.4723024292552,-113.48533875354501,"{'latitude': '53.4723024292552', 'longitude': '-113.48533875354501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48533875354501, 53.4723024292552]}",
0-153003832,2014-05-02T00:00:00.000,2014-05-02T00:00:00.000,2014,5,Commercial Final,"To construct interior alterations, remove washrom closest to warehouse, modify remaining washroom ( relocate door, maintain barrier free design )","Storage Buildings, Warehouses (460)",(03) Interior Alterations,65000,4457,0,16122 - 114 AVENUE NW,Plan 6097AH Blk 24,IM,4010,ALBERTA PARK INDUSTRIAL,,1,53.56391948907518,-113.59966648008616,"{'latitude': '53.56391948907518', 'longitude': '-113.59966648008616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.59966648008616, 53.56391948907518]}",
1-111857378,2011-07-12T00:00:00.000,2011-07-12T00:00:00.000,2011,7,Commercial Final,To construct exterior (new overhead doors & ramp) and interior alterations to an existing general industrial use building - Trydor Industries - Cityview Business Park - Building 3.,"Storage Buildings, Warehouses (460)",(03) Interior Alterations,377000,1834,0,6378 - ROPER ROAD NW,Plan 0421184 Blk 8 Lot 17,"IM, BE",6640,ROPER INDUSTRIAL,,1,53.49635638676253,-113.42872535321975,"{'latitude': '53.49635638676253', 'longitude': '-113.42872535321975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42872535321975, 53.49635638676253]}",
1-84293553,2009-04-30T00:00:00.000,2009-04-30T00:00:00.000,2009,4,Commercial Final,To construct exterior alterations - loading ramp for warehouse,"Storage Buildings, Warehouses (460)",(03) Exterior Alterations,35000,0,0,4117 - 84 AVENUE NW,Plan 3264HW Lot B,"BE, BE",6540,MORRIS INDUSTRIAL,,1,53.518113754807395,-113.4037734272635,"{'latitude': '53.518113754807395', 'longitude': '-113.4037734272635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4037734272635, 53.518113754807395]}",
0-168535295,2015-03-09T00:00:00.000,2015-03-09T00:00:00.000,2015,3,Commercial Final,To construct 1 barrier free washroom in 3 separate CRU's,"Storage Buildings, Warehouses (460)",(03) Interior Alterations,32364,178,0,5442 - 136 AVENUE NW,Condo Common Area (Plan 1520743),"IB, BE",2080,BELVEDERE,Fort Road and Area,1,53.59746311562864,-113.42004390835369,"{'latitude': '53.59746311562864', 'longitude': '-113.42004390835369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42004390835369, 53.59746311562864]}",
0-154730014,2014-06-05T00:00:00.000,2014-06-05T00:00:00.000,2014,6,Commercial Final,To construct interior alterations to AB Justice & Solicitor Generals Office and Barrier free washroom.,Office Buildings (520),(03) Interior Alterations,108340,1960,0,14605 - 134 AVENUE NW,"Plan 7621570 Blk 11 Lots 6,9",IB,4050,BONAVENTURE INDUSTRIAL,,1,53.59308866173646,-113.5737584382752,"{'latitude': '53.59308866173646', 'longitude': '-113.5737584382752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5737584382752, 53.59308866173646]}",
0-84699684,2009-03-17T00:00:00.000,2009-03-17T00:00:00.000,2009,3,Commercial Final,To Construct interior alteration to a retail building - add barrier free water closet.,"Malls, Office/Retail (512)",(03) Interior Alterations,30000,2003,0,2832 - CALGARY TRAIL NW,"Condo Common Area (Plan 1025554,2121537,1822197)",DC2,5120,CALGARY TRAIL SOUTH,,1,53.45794044184899,-113.49399214391494,"{'latitude': '53.45794044184899', 'longitude': '-113.49399214391494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49399214391494, 53.45794044184899]}",
0-108609322,2012-01-25T00:00:00.000,2012-01-25T00:00:00.000,2012,1,Commercial Final,"To construct inteiror alterations to a professional office , barrier free upgrades to the inside & outside of the building, ""John E. Brownlee Buiding""",Law Enforcement/Emergency Svcs. (612),(03) Interior Alterations,20000,108,0,10365 - 97 STREET NW,Plan 1421737 Blk 11 Lot 1C,AJ,1020,BOYLE STREET,Downtown,1,53.547573323215836,-113.48652423994406,"{'latitude': '53.547573323215836', 'longitude': '-113.48652423994406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48652423994406, 53.547573323215836]}",
4-159513235,2015-07-10T00:00:00.000,2015-07-10T00:00:00.000,2015,7,Commercial Final,"To construct a Vehicle and Equipment Sales/Rentals Use building, ""Liftex"".",Retail - Motor Vehicle (570),(01) New,1600000,,0,12855 - 156 STREET NW,Plan 0422255 Blk 102 Lot 33,IM,4320,MISTATIM INDUSTRIAL,,1,53.58629673172975,-113.58880164255781,"{'latitude': '53.58629673172975', 'longitude': '-113.58880164255781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58880164255781, 53.58629673172975]}",
3-147536880,2014-11-20T00:00:00.000,2014-11-20T00:00:00.000,2014,11,Commercial Final,"To construct retail SHELL building with 2 CRU's, 3 RTU's 1 1hour demising wall, 1 barrier free washroom in each CRU.",Retail and Shops (510),(01) New,600000,4400,0,6604 - 132 AVENUE NW,Plan 5587MC Blk 3 Lot 25,CN,2230,DELWOOD,,1,53.5925185895757,-113.44346917717776,"{'latitude': '53.5925185895757', 'longitude': '-113.44346917717776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44346917717776, 53.5925185895757]}",
0-153368151,2014-06-02T00:00:00.000,2014-06-02T00:00:00.000,2014,6,Commercial Final,To construct repairs to an Existing Parkade (Ramp replacement and deck surface alterations and repairs) - The Residence.,Engineering (490),(03) Exterior Alterations,629277,16485,0,9730 - 106 STREET NW,Condo Common Area (Plan 0020701),RMU,1090,DOWNTOWN,Downtown,1,53.5349388911445,-113.50344215516735,"{'latitude': '53.5349388911445', 'longitude': '-113.50344215516735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50344215516735, 53.5349388911445]}",
1-154455834,2014-08-27T00:00:00.000,2014-08-27T00:00:00.000,2014,8,Commercial Final,"To construct interior alterations (tenant improvement) - ""Massage Essentials"".SEE ALSO 158310297-001 for Barrier-free washroom. Maximum occupancy 10.",Retail and Shops (510),(03) Interior Alterations,10000,2698,0,4624 - 99 STREET NW,Plan 9924302 Blk 1 Lot 10,BE,6560,PAPASCHASE INDUSTRIAL,,1,53.48464364834106,-113.48717538559163,"{'latitude': '53.48464364834106', 'longitude': '-113.48717538559163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48717538559163, 53.48464364834106]}",
0-116928247,2011-12-22T00:00:00.000,2011-12-22T00:00:00.000,2011,12,Commercial Final,Exterior Alterations to Government House - Barrier Free Ramp,Government Legislative/Admin (610),(03) Exterior Alterations,143000,0,0,12845 - 102 AVENUE NW,Plan 2804AF Blk H,AJ,3200,GLENORA,,1,53.541833726367926,-113.5439524547738,"{'latitude': '53.541833726367926', 'longitude': '-113.5439524547738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5439524547738, 53.541833726367926]}",
0-175941411,2015-08-11T00:00:00.000,2015-08-11T00:00:00.000,2015,8,Commercial Final,To construct interior alterations in an existing office tower.  Bell Tower 10th Floor elevator lobby & washrooms.,Office Buildings (520),(03) Interior Alterations,120000,,0,"1000, 10104 - 103 AVENUE NW",Plan 8021480 Blk 1 Lot B,CCA,1090,DOWNTOWN,Downtown,1,53.54504603629585,-113.49463369480935,"{'latitude': '53.54504603629585', 'longitude': '-113.49463369480935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49463369480935, 53.54504603629585]}",
1-100761568,2010-10-25T00:00:00.000,2010-10-25T00:00:00.000,2010,10,Commercial Final,To Construct Exterior Alterations (lift) to a Professional Financial and Office Support Services.,Office Buildings (520),(02) Addition,95000,56.83,0,9808 - 42 AVENUE NW,Plan 8021904 Blk 6 Lot 8B,BE,6700,STRATHCONA INDUSTRIAL PARK,,1,53.47903392688143,-113.48280851735637,"{'latitude': '53.47903392688143', 'longitude': '-113.48280851735637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48280851735637, 53.47903392688143]}",
0-103720075,2010-12-15T00:00:00.000,2010-12-15T00:00:00.000,2010,12,Commercial Final,To Construct interior alterations to an existing shop space. Barrier free washrom only. (Additional permits required for any other work in space),Retail and Shops (510),(03) Interior Alterations,5600,50,0,13218 - 82 STREET NW,Plan 2214MC Blk 8 Lot 52,MU,2290,GLENGARRY,,1,53.592525880256986,-113.46782548069525,"{'latitude': '53.592525880256986', 'longitude': '-113.46782548069525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46782548069525, 53.592525880256986]}",
3-102623636,2011-07-11T00:00:00.000,2011-07-11T00:00:00.000,2011,7,Commercial Final,To construct 2 additions - addition of 4th floor and rear enclosed ramp to underground parking - and interior alterations to an existing general retail (main floor) &  office support service building w/ underground parkade (Jasper Block).,Retail and Shops (510),(02) Addition,3100000,25424,0,10516 - JASPER AVENUE NW,Plan NB Blk 5 Lot 128,JAMSC,1090,DOWNTOWN,Downtown,1,53.541274384108746,-113.5016306045517,"{'latitude': '53.541274384108746', 'longitude': '-113.5016306045517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5016306045517, 53.541274384108746]}",
1-167043401,2015-11-13T00:00:00.000,2015-11-13T00:00:00.000,2015,11,Commercial Final,"To change the use from a General Industrial Use to an Indoor Participant Recreation Services Use and to construct interior alterations (Jumpy Things Inc) (2 barrier free washrooms, partition work), Bay 2",Indoor Recreational Buildings (560),(03) Interior Alterations,3000,2250,0,13089 - 156 STREET NW,"Condo Common Area (Plan 0623718,1624291)",BE,4320,MISTATIM INDUSTRIAL,,1,53.58912715055023,-113.5887923822329,"{'latitude': '53.58912715055023', 'longitude': '-113.5887923822329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5887923822329, 53.58912715055023]}",
1-163212273,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000,2014,11,Commercial Final,"To construct interior alterations to a restaurant (barrier-free entry vestibule; minor int partitions)  ""Solstice Seasonal Cuisine"".",Restaurants and Bars (540),(03) Interior Alterations,15000,99,0,10723 - 124 STREET NW,Plan RN22 Blk 25 Lots 5-6,MU,3440,WESTMOUNT,124 Street and Area,1,53.55182639714474,-113.53539802142595,"{'latitude': '53.55182639714474', 'longitude': '-113.53539802142595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53539802142595, 53.55182639714474]}",
1-181613098,2015-12-17T00:00:00.000,2015-12-17T00:00:00.000,2015,12,Commercial Final,To construct exterior alterations to the existing General Industrial Use building (adding an east-facing overhead door and a man door) and interior alterations to construct an Barrier Free Washroom,"Storage Buildings, Warehouses (460)",(03) Exterior Alterations,62000,3875,0,10323 - 174 STREET NW,Plan 7720926 Blk 10 Lot 8,BE,4510,STONE INDUSTRIAL,,1,53.54620620053022,-113.61967854815349,"{'latitude': '53.54620620053022', 'longitude': '-113.61967854815349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61967854815349, 53.54620620053022]}",
1-119759242,2012-04-19T00:00:00.000,2012-04-19T00:00:00.000,2012,4,Commercial Final,"To construct Interior and Exterior Alterations to a General Industrial Use (new ramp, overhead door, windows, and interior renovations)","Storage Buildings, Warehouses (460)",(03) Exterior Alterations,322000,52800,0,15210 - 135 AVENUE NW,Plan 0724736 Blk 2 Lot 10,BE,4320,MISTATIM INDUSTRIAL,,1,53.59760403914645,-113.58671403119698,"{'latitude': '53.59760403914645', 'longitude': '-113.58671403119698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58671403119698, 53.59760403914645]}",
4-132801525,2013-02-15T00:00:00.000,2013-02-15T00:00:00.000,2013,2,Commercial Final,"To construct Exterior and interior alterations to a pedway system- Prospect Point - Edmonton Federal Building(new elevator, new rooftop patio)",Government Legislative/Admin (610),(03) Interior Alterations,3567731,4022,0,9820 - 107 STREET NW,Plan 1720026 Blk G Lot 2,AJ,1090,DOWNTOWN,Downtown,1,53.53373124290683,-113.50574661218863,"{'latitude': '53.53373124290683', 'longitude': '-113.50574661218863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50574661218863, 53.53373124290683]}",
0-169665716,2015-04-13T00:00:00.000,2015-04-13T00:00:00.000,2015,4,Commercial Final,"To construct interior alterations to the 5th and 6th floor.  Return to base building, new barrier free washrooms,  new ceilings and flooring. ""Park Plaza""   Tenant improvement shall obtain separate permit.",Office Buildings (520),(03) Interior Alterations,182000,,0,10611 - 98 AVENUE NW,Plan NB Blk 6 Lots 97-99,"DC2, MU","1140, 1090","MCCAULEY, DOWNTOWN",Chinatown and Area,1,53.55042218853631,-113.48975833110454,"{'latitude': '53.55042218853631', 'longitude': '-113.48975833110454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48975833110454, 53.55042218853631]}",
0-112981388,2011-07-20T00:00:00.000,2011-07-20T00:00:00.000,2011,7,Commercial Final,"To construct temporary barrier free ramp ( Knox Evangelical Free Church).from July 24th to August 24th, 2011.",Religious Buildings (660),(02) Addition,2000,400,0,8403 - 104 STREET NW,Plan 3022HW Blk 86 Lot 3,DC1,5480,STRATHCONA,Old Strathcona,1,53.52029897049566,-113.49694028482483,"{'latitude': '53.52029897049566', 'longitude': '-113.49694028482483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49694028482483, 53.52029897049566]}",
0-285171185,2018-07-19T00:00:00.000,2018-07-19T00:00:00.000,2018,7,Commercial Final,"To construct interior alterations in an existing office / warehouse commercial floor space. Washroom upgrade to be Barrier-Free, new Partition walls to create new Office. (Quadreal Winfield)","Storage Buildings, Warehouses (460)",(03) Interior Alterations,18000,581.25,0,17310 - 116 AVENUE NW,Plan 0125146 Blk 1 Lot 24B,IM,4030,ARMSTRONG INDUSTRIAL,Northwest Industrial,1,53.566900473629175,-113.61949284596552,"{'latitude': '53.566900473629175', 'longitude': '-113.61949284596552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61949284596552, 53.566900473629175]}",
0-313375648,2019-05-22T00:00:00.000,2019-05-22T00:00:00.000,2019,5,Commercial Final,To construct interior alterations in an existing school floor space.  New Barrier Free washroom with shower unit.  St. Charles Elementary school.,Elementary Schools (620),(03) Interior Alterations,30000,,0,10423 - 172 AVENUE NW,Plan 8020717 Blk 21 Lot 68SR,PS,3030,BATURYN,,1,53.63190510367224,-113.50295682291578,"{'latitude': '53.63190510367224', 'longitude': '-113.50295682291578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50295682291578, 53.63190510367224]}",
1-234070868,2017-02-16T00:00:00.000,2017-02-16T00:00:00.000,2017,2,Commercial Final,"To construct interior alterations to an existing warehouse sales building (Lowe's). Scope of work includes demolition and construction of interior walls/doors around the sales/office area and removing wheelchair lift in stairs.. No changes to washrooms, stairs or exterior doors.",Retail and Shops (510),(03) Interior Alterations,11645,33933.73,0,9603 - 165 AVENUE NW,Plan 9824979 Blk 111 Lot B,CG,2241,EAUX CLAIRES,,1,53.62583429971948,-113.48856486082394,"{'latitude': '53.62583429971948', 'longitude': '-113.48856486082394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48856486082394, 53.62583429971948]}",
