permitnum,statuscurrent,applieddate,issueddate,completeddate,permittype,permittypemapped,permitclass,permitclassgroup,permitclassmapped,workclass,workclassgroup,workclassmapped,description,housingunits,estprojectcost,originaladdress,communitycode,communityname,latitude,longitude,locationcount,locationtypes,locationaddresses,locationswkt,locationsgeojson,point,totalsqft
BP2024-09943,Completed,2024-05-23T00:00:00.000,2024-07-18T00:00:00.000,2026-04-15T00:00:00.000,Commercial / Multi Family Project,Building,1699 - Ths Accessory Building,Townhouse,Residential,New,New,New,"A new, one storey detached garage (4 bays) and mobility storage, Part 9, Group F3 occupancy",0,69202.75,1531 20 AV NW,CAP,CAPITOL HILL,51.070412716766114,-114.09651156226597,1,Titled Parcel,1531 20 AV NW,POINT (-114.09651156226597 51.070412716766114),"{""type"":""Point"",""coordinates"":[-114.0965116,51.0704127]}","{'type': 'Point', 'coordinates': [-114.09651156226597, 51.070412716766114]}",
