OBJECTID_1,join_OBJECTID,CUSTOMFOLDERNUMBER,FOLDERDESCRIPTION,FOLDERNAME,FOLDERTYPE,Subtype,Worktype,INDATE,ISSUEDATE,PROPERTYRSN,Status,Construction_Value,Dwelling_Units_Created,GFA,GFA__Accessory_Unit_,GFA__Basements_Alterations_,Infill_Lot,ConstructionStartDate,UnitsDemolished,AdjustedWorktype,StatusGroup,GlobalID,Number_of_Storeys,LEGALDESC,latitude,longitude
30311,2552624,2022 104815 000 00 RN,"Construction of a 2 storey detached dwelling w/attached garage and covered porches.  New Model Layout 3802, The Princess, Elev. A, B &amp; C.  Model options available: man door from courtyard to mudroom; 8ft patio door in breakfast area; r/i for wine fridge in great room; coffered ceiling in great room; sink in servery; r/i for beverage fridge in servery; French doors in den; elevator; service stairs; Juliet balcony in MB; tray ceiling in MB, coffered ceilings in 2nd floor hallway; coffered ceiling above main floor stairs; double sink in shared ensuite; coach house.  Lot 3: Elev. B, attached deck, no options, unfinished basement.",3294 Millicent Ave,RN,Single Family Detached Dwelling,New Const.,1647475200000,2022-11-03,121570,Closed,695780,1,347.89,0,0,No,1667865600000,,New Construction,Closed,1a8f712b-8f30-441c-ac56-fea3ccc63d01,2,PLAN M1252 LOT 3,43.486836584842806,-79.7382401070717
30453,2487164,2024 109735 000 00 RN,"Proposed two storey residential dwelling with finished basement, attached garage, front and rear covered porches, elevator, below grade entrance, and accessory structure in rear yard",546 Fourth Line,RN,Single Family Detached Dwelling,New Const.,1715904000000,,6672,Re-submission submitted,1000000,1,539.86,249.49,0,Yes,,,New Construction,Permit in Progress,a1b8c22f-1db0-4117-9b23-f4cf93345acd,2,"PLAN 350 PT LOTS 57,58   ",43.43064259560169,-79.6991197906044
30522,2486283,2017 002373 000 00 RA,Proposed alterations to existing ground and second floor of single family detached dwelling (188.62m2) New finished basement area (17.38m2) Remove main floor load bearing walls and install new beam. Renovate existing kitchen area. Install new elevator and replace existing HVAC. No GFA added.,260 Dalewood Drive,RA,Single Family Detached Dwelling,Alt./Improve,1512518400000,2018-01-11,42430,Closed,103000,0,206,,,No,,,Renovation & Repair,Closed,bfb8ca85-5fa1-40f8-8c9b-df959c2c588c,,PLAN 1322 LOT 26   ,43.46721848108152,-79.65503272690044
30573,2559160,2025 110648 000 00 BDP,"LOT SPECIFIC - Model 2004 Elevation A. BLK 21 &ndash; Unit 7. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Main Floor Front Balcony. Finished Basement and Cold Cellar. 3 Bedrooms.",319 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746489600000,2025-07-25,128951,Issued,382360,1,294.78,26.48,0,No,1753920000000,,New Construction,Permit Issued,3984bab6-e84a-4a31-8bd8-b3ce512783bc,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 15 AND 16,43.45401554605062,-79.6730675429116
30639,2554142,2023 156437 000 00 RN,"Model TBSD5022 with elev. A&amp;B: 4 bdrms  Opt A/V: Bsmt: 2pc Pwd, 3pc Bath, Bdrm + 3pc, Cold Cellar, Walk-up / Main: Chef Centre, Prep Kitchen, Guest Suite / 2nd Flr: Bdrm Ensuites, Deluxe Laundry, Primary Retreat, 5 Bdrm plan / 3rd Flr: 2pc Pwd, Loft Retreat, Entertainment Rm+3pc Bath / Elevator / Extended Ceiling Heights 10&rsquo;main &amp; 9&rsquo; 2nd 	Construction of a 3-storey det. dwelling (2 story w/Loft) includes partially fin. bsmt; covered porch, gas fireplace - main, double car garage, and a rear 3rd floor balcony. 	Lot 71, elev. B &ndash; options:  Cold Cellar, Bsmt Walk-up, Prep Kitchen, 3rd Flr Loft Retreat and extended Ceiling heights: main 10&rsquo; second 9&rsquo; &ndash; no Deck.",3203 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1702857600000,2024-03-13,124650,Closed,400000,1,409.91,101.35,0,No,1711497600000,,New Construction,Closed,f802ea2c-df02-43eb-83a7-bebf4d2eb931,3,PLAN M1272 LOT 71 RP 20R22647 PART 29,43.484295142978816,-79.74204042341678
30728,2559161,2025 110649 000 00 BDP,"LOT SPECIFIC - Based on Model 2002 Corner Elevation A. BLK 21 &ndash; Unit 8. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Finished Basement and Cold Cellar. 3 Bedrooms",317 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746489600000,2025-07-25,128948,Occupancy Granted,434390,1,306.12,57.04,0,No,1753920000000,,New Construction,NULL,a4c4ba9e-bd35-464f-93c6-0442460cd123,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 17 TO 20,43.453983868596765,-79.67299457072173
30743,2525820,2023 107698 000 00 RA,"Residential Interior alterations to create new basement spa bathroom and guest ensuite.  Addition of new elevator.  MAIN FLOOR ALTERATIONS TO 3 BEDROOMS, CLOSETS AND DEN. No GFA added.",215 Forestwood Dr,RA,Single Family Detached Dwelling,Alt./Improve,1681862400000,2023-04-21,41965,Closed,300000,0,118,,,Yes,,,Renovation & Repair,Closed,f1368f14-cdb0-4503-90b3-5aec5ba65380,,PLAN 435 LOT 28   ,43.4599244218778,-79.66012090081355
30992,2522572,2020 002086 000 00 RN,Construction of 2-storey Single Dwelling with Covered front &amp; rear porch.  Basement finish with Walkout and Elevator.,1042 Bridge L6L2B5,RN,Single Family Detached Dwelling,New Const.,1610323200000,2021-06-24,6455,Issued,1247250,1,559,,,Yes,1624838400000,,New Construction,Permit Issued,eb89c8e1-9ab7-409e-801f-f3af6416727c,2,"PLAN 350 PT LOTS 25,26   ",43.428071455830754,-79.69762383457345
31250,2554446,2023 109569 000 00 TH,"REPEAT of Model Type B - Interior Unit from permit 23-109556, Block A - Unit 5 
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch, 4 Bedroom with finished basement and Elevator.  This unit has a firewall feature.
",2276 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113787,Conditional,500000,1,302.1,71.9,0,No,1708992000000,,New Construction,Occupancy Granted,03441625-0cc7-42d0-b250-990c41ece941,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 5,43.39927270410513,-79.70834143317686
31366,2559073,2025 110634 000 00 BDP,"LOT SPECIFIC - Based on Model 2003 Elevation A. BLK 20 &ndash; Unit 6. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Finished Basement and Cold Cellar. 2 Bedrooms
",339 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128942,Issued,404470,1,283.82,57.79,0,No,1754524800000,,New Construction,Permit Issued,f82dfc80-52cb-4b01-b872-c8d302fc1988,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 13 TO 15,43.454343153059696,-79.67364305184756
31757,2554581,2015 001370 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;A&quot;  (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: with elevator. Includes water service inspection fee.",2179 Lillykin St Block K - Lot 105,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108661,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,174a16f2-efbd-4a88-b6aa-de3822dfdbb7,,"PLAN M1162 PT BLK 8 RP 20R20529 PARTS 77, 120 AND 127 ",43.47884007896627,-79.70909404404823
31895,2555868,2023 109665 000 00 TH,"3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch.  3 Bedrooms with finished basement and Elevator.",132 East St,TH,Row House - Condominium,New Const.,1684800000000,2023-10-12,113794,Conditional,500000,1,271.8,75.2,0,No,1699401600000,,New Construction,Occupancy Granted,4a3750bf-d8b4-499b-a0d0-edcab0dbde26,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 12,43.39922801359103,-79.70779574654466
32253,2554492,2015 001373 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;A&quot; -  Reverse plan(211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: with elevator. Includes water service inspection fee.",2185 Lillykin St Block K - Lot 108,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108664,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,6e7c9096-9828-4f36-80dc-603e71260d89,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 80 AND 117 ,43.47898069542522,-79.70916202496045
32336,2554143,2023 126928 000 00 RN,"Model TASD5013 with only elev. B &ndash; 5 bedrooms. Options A/V: Bsmt &ndash; Bedroom w/3pce Bath/ Walk-up steps; Chef Centre; 2nd Flr &ndash; Bedroom Ensuites (Laundry/WIC); 3rd Fl Entertainment Rm; and Elevator (Deluxe Laundry).	Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially finished basement w/2pce Bath; gas fireplace on main level, double car garage, and a rear 3rd floor balcony. 	Lot 73, elev. B &ndash; options chosen:  fin. Basement Bedroom w/3pce Bath, Basement Walk-up, Chef Centre and Elevator &ndash; with Deck.",3195 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1699833600000,2024-03-27,124652,Closed,400000,1,399.22,97.16,0,No,1712793600000,,New Construction,Closed,300049a9-05ea-4dc0-b989-c295e570c5f8,3,PLAN M1272 LOT 73 RP 20R22647 PART 31,43.48393192344198,-79.7420380809034
32459,2554097,2023 156143 000 00 RN,"Model TBSD5020 with elev. A&amp;B: 4 bdrms  Opt A/V: Bsmt: 2pc Pwd, 3pc Bath, Bdrm + 3pc, Cold Cellar, Walk-up w/Deck / Main: Chef Centre, Prep Kitchen, Guest Suite / 2nd Flr: Bdrm Ensuites, Deluxe Laundry, Primary Retreat / 3rd Flr: 2pc Pwd, Loft Retreat, Entertainment Rm+3pc Bath / Elevator / Extended Ceiling Heights 10&rsquo;main &amp; 9&rsquo; 2nd 	Construction of a 3-storey det. dwelling (2 story w/Loft) includes partially fin. bsmt; covered porch, gas fireplace - main, double car garage, 2nd and 3rd floor balcony. 	        Lot 37, elev. B &ndash; options:  2nd floor Bedroom Ensuites, 3rd floor Loft Retreat and extended Ceiling heights: main 10&rsquo; second 9&rsquo; &ndash; no Deck.",3265 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1702857600000,2024-03-22,124616,Closed,400000,1,356.74,93.46,0,No,1715212800000,,New Construction,Closed,bcc0a5ed-cbfa-43e4-a199-73fcb7b00b1e,3,PLAN M1272 LOT 37,43.485426389219,-79.74219288124188
32465,2503917,2023 125654 000 00 RN,"Construction of two story 4 bedroom 4.5 bath single family dwelling with attached garage, finished basement with walkout , elevator, front and and rear covered porches.",448 Stanfield Dr,RN,Single Family Detached Dwelling,New Const.,1695945600000,2024-02-22,11932,Closed,850000,1,285.5,151.19,0,Yes,1710806400000,,New Construction,Closed,539eb599-df4f-4317-b435-a2235a3efb22,2,PLAN 1060 LOT 158   ,43.40933708342601,-79.71687150987536
32765,2486168,2023 155070 000 00 RN,"Construction of a two storey single family dwelling with attached garage, elevator, front and rear porches and finished walk out basement. ",1350 Devon Rd,RN,Single Family Detached Dwelling,New Const.,1702425600000,2024-05-24,42668,Closed,1047275,1,477.11,186.11,0,Yes,1729036800000,,New Construction,Closed,f4fcb38a-196c-46f6-93c2-cd2b2236ec91,2,PLAN 628 LOT 88   ,43.47047924533035,-79.65790608314232
32947,2490750,2022 120320 000 00 RA,"Interior alteration for Lift Installation, No gross floor area (GFA) added",2073 Oak Springs Rd,RA,Single Family Detached Dwelling,Alt./Improve,1660694400000,2022-09-08,53352,Issued,20000,0,6,,,No,,,Renovation & Repair,Permit Issued,2352e2e2-78e5-4bfb-822f-b833c8f4263b,,PLAN M528 LOT 73   ,43.47448457625022,-79.70731910108574
32953,2488700,2019 001324 000 00 RA,Interior alterations to main floor of dwelling (kitchen and dining).  Removal of one load bearing and one non-load bearing wall.  Widen door opening in load bearing wall between dining room and family room.  Relocate existing return air ducts.  No additional GFA.,2751 Guilford Crescent,RA,Single Family Detached Dwelling,Alt./Improve,1564617600000,2019-08-14,46900,Closed,30750,0,61.5,,,Yes,,,Renovation & Repair,Closed,9a22bcc2-e2dc-4cc5-852f-419c9a29984b,,PLAN M416 LOT 25   ,43.497761839183426,-79.66373212070377
33685,9661,2022 129081 000 00 DP,"Removal of Elevator shaft and associated footings. 
",70 Old Mill Rd,DP,Condominium Apartment,Demolition,1669593600000,2023-02-22,65954,Closed,0,,1523,,,,1677024000000,0,Demolition,Closed,e39e9051-d63a-4b84-b121-eaab81d88cd0,0,"CON 3 SDS PT LOTS 14,15 RP 20R11760 PART 1  ",,
33704,9888,2017 001809 000 00 AA,Installation of new platform cover over exist&apos;g garage ramp entrance,128 Bronte Road,AA,Rental Apartment,Alt./Improve,1506556800000,,13815,Cancelled,,0,0,,,No,,,Renovation & Repair,Cancelled,c3643127-26d6-4c9c-a021-636c0627c025,,"PLAN M10 LOTS 62,63 RP 20R233 PART 1 PART 2  ",,
33862,11253,2015 002220 REV 02 AA,REVISION:  Addition of car lift in existing parkade.  No GFA added.,3028 Creekshore Common,AA,Condominium Apartment,Alt./Improve,1477612800000,2017-01-26,108886,Closed,10000,0,0,,,No,,,Renovation & Repair,Closed,e9c27876-af0d-41b7-813b-d70f84d3e069,,PLAN M1160 PT BLK 532 RP 20R????? PART ?,,
33863,11254,2015 002220 REV 01 AA,REVISION:  removal of accessibility lift in parking garage to suit on site conditions.  No GFA added.,3028 Creekshore Common,AA,Condominium Apartment,Alt./Improve,1470960000000,2016-10-07,108886,Closed,2000,0,0,,,No,,,Renovation & Repair,Closed,fa307f93-f617-47e3-9435-8363ea0da401,,PLAN M1160 PT BLK 532 RP 20R????? PART ?,,
34015,13112,2023 117202 000 00 RN,"Construction of a 2 storey single dwelling with finished basement with walk-out entrance, multi-leveled rear deck, covered side entrance, gas fireplace and an elevator &ndash; no garage.",306 Trafalgar Rd,RN,Single Family Detached Dwelling,New Const.,1690416000000,,24437,Cancelled,1000000,1,200.39,93.26,0,Yes,,,New Construction,Cancelled,08372084-9bbc-4faf-bd1a-947dc7652dda,2,PLAN 1 PT BLK 113 PT CLSD LAWSON ST RP 20R6017 PARTS 3 & 4 ,,
34026,13225,2024 101376 000 00 TH,"Exterior alterations with garage repairs to include concrete repair to the ramp with masonry brick repairs.  No GFA added. 
 ",8 Anderson St,TH,Row or Town House,Alt./Improve,1705536000000,2024-01-30,25362,Closed,29041,0,10,0,0,No,1717545600000,,Renovation & Repair,Closed,9543e632-e18e-420c-86e1-9272512bca8e,,PLAN M415 LOT 10 1/10 INTEREST BLK 11 M415  ,,
34323,16470,2019 002193 REV 03 AA, L11 Exterior Amenity Area Ramp Revisions  (Refer to S.I. #77 for full description of revision) - Revise the slope and configuration of the exterior amenity ramp and providing a clear 1670 mm x 1670 mm level area at the top and bottom of the barrier-free ramp. ,3200 William Coltson Ave   PKG,AA,Condominium Apartment,Alt./Improve,1713830400000,2024-05-08,126673,Issued,30000,0,25,,,No,,,Renovation & Repair,Permit Issued,d2b7ce7b-c566-4bcd-a127-701b1ba0cc31,,HSCP 757 LEVEL A UNITS 2 3 5 LEVEL B UNITS 4 21 55 56 78 79 82 85 94 95 97 98 LEVEL C UNITS 3 4 110 PKG,,
34549,18065,2018 000587 000 00 RN,Proposed two storey rear and side addition (46.64m2) interior alterations to existing main and second floor (67.54m2) new finished basement area (55.74m2) installation of new elevator and new wood deck in rear yard.,1506 Queensbury Crescent,RN,Single Family Detached Dwelling,Addition,1522713600000,2018-07-24,36972,Closed,154920,0,46.64,,,Yes,1535414400000,,Addition,Closed,20b10821-8c15-4d6f-b5bf-77e8da44acbb,2,PLAN M325 LOT 6 PLAN M424 BLK 15  ,,
34691,19408,2017 000927 BLD 01 AN,"New twin tower 3 storey residential condominium apartment complex (5,665 m2), terraces (1,405 m2), includes a shared common underground garage (2,805 m2) and driveway access ramp. South tower #1 is 3 stories, 10 residential units. North tower #2 is 3 stories, 9 residential units + amenity fitness room. All unit finishing to be completed under a separate permit. There is no non-residential GFA in this portion of the building. Site servicing under permit #17-1364.",331 Sheddon Avenue BLD 1,AN,Condominium Apartment,New Const.,1501027200000,2018-01-15,40048,Closed,6240000,10,5665,,,Yes,1517443200000,,New Construction,Closed,2a1917a6-7167-415b-a221-dd5c37c16239,3,PLAN 1 PT PARK LOT H   ,,
34692,19409,2017 000927 BLD 02 AN,"New twin tower 3 storey residential condominium apartment complex (5,665 m2), terraces (1,405 m2), includes a shared common underground garage (2,805 m2) and driveway access ramp. South tower #1 is 3 stories, 10 residential units. North tower #2 is 3 stories, 9 residential units + amenity fitness room. All unit finishing to be completed under a separate permit. There is no non-residential GFA in this portion of the building. Site servicing under permit #17-1364.",331 Sheddon Avenue BLD 2,AN,Condominium Apartment,New Const.,1501027200000,2018-01-15,40048,Closed,6335500,9,0,,,Yes,1517443200000,,New Construction,Closed,cf3433e8-ae78-41a4-9f61-5013d019793c,3,PLAN 1 PT PARK LOT H   ,,
36576,33937,2020 000427 000 00 RN,"Construction of two storey single family dwelling, Model Baymont 41-4, including elevations A, B &amp; C.  This lot is elevation C, with attached garage, covered porch.  Options: Finished Basement, elevator and deck ",3316 Vernon Powell,RN,Single Family Detached Dwelling,New Const.,1582502400000,2020-06-05,119627,Closed,456000,1,285,,,No,1592524800000,,New Construction,Closed,2c36a9a7-40ec-41b1-8e61-dbd686854e89,2,PLAN M1212 BLK 215 PLAN M1214 BLK 386,,
37340,36833,2025 104491 000 00 BDP,"Construction of a single detached 3 story dwelling (2 story w/Loft) includes part. finished basement w/Double car garage.  REPEAT of 23-139123 model TBSD4222L.  Lot 127 Elev. A options:  Bsmt walk-up, Extended Main Ceiling 10ft, Extended Second Ceiling 9ft., Loft Retreat, and elevator with deck.",60 Jack Bowerbank Boulevard,BDP,House - Part 9 - Detached House,New Construction,1740009600000,2025-03-14,126185,Closed,400000,1,350.26,76.01,0,No,1742860800000,,New Construction,Closed,9ddc6df8-9556-464e-9a3b-275ca4b2e825,3,PLAN M1272 BLK 127 PLAN M1292 BLK 25,,
