OBJECTID_1,join_OBJECTID,CUSTOMFOLDERNUMBER,FOLDERDESCRIPTION,FOLDERNAME,FOLDERTYPE,Subtype,Worktype,INDATE,ISSUEDATE,PROPERTYRSN,Status,Construction_Value,Dwelling_Units_Created,GFA,GFA__Accessory_Unit_,GFA__Basements_Alterations_,Infill_Lot,ConstructionStartDate,UnitsDemolished,AdjustedWorktype,StatusGroup,GlobalID,Number_of_Storeys,LEGALDESC,latitude,longitude
104,2487483,2022 114990 000 00 RN,"Construction of a 2 storey dwelling with attached garage, 7 bedrooms, elevator, front covered porch, rear covered patio, walk-out basement, and finished basement.",124 Sparling Crt,RN,Single Family Detached Dwelling,New Const.,1656288000000,2022-11-25,30951,Issued,1800000,1,403.2,225.79,0,Yes,1675728000000,,New Construction,Permit Issued,f75e0812-6d14-4252-b6f1-1f8210fe2d00,2,PLAN 969 LOT 15   ,43.428025918394106,-79.6884151689414
121,2523232,2023 112325 REV 01 RA,"revision to add finished basement with bedroom, storage, gym, sauna, living room, wet bar, and conversion of previously unexcavated area below front porch into secret room, removal of previously approved elevator from all floors with minor changes to first and second storey floor plans to accommodate, increased water service sizing. ",1087 Bridge Rd,RA,Single Family Detached Dwelling,Alt./Improve,1714608000000,2024-05-23,6654,Issued,20000,0,127,,,Yes,,,Renovation & Repair,Permit Issued,18b04a72-557a-4d54-9ab6-d49a2cfe9bce,0,PLAN 619 LOT 104   ,43.42755659502264,-79.69997372629027
149,2523763,2022 116689 000 00 RA,"Interior alterations to infill an existing stair opening in floor and install a new elevator, and replacing rear door and windows.  ",63 Bel Air Dr,RA,Single Family Detached Dwelling,Alt./Improve,1657065600000,2022-08-23,41399,Closed,30000,0,8.4,,,Yes,,,Renovation & Repair,Closed,3ccb7371-1428-4ec9-9d91-b681a76b0801,,PLAN M508 LOT 9   ,43.45747304968288,-79.65217250725838
290,2532416,2025 103121 000 00 BDP,Accessory Dwelling Unit: Basement apartment in single storey home. Add 1 new and enlarge 1 existing basement window. Basement entrance using existing rear grade level entry door.,1448 Bridge Road,BDP,House - Part 9 - Detached House,Alteration/repair OR Alteration/finish to an existing building,1738627200000,2025-02-28,9151,Closed,100000,1,0,0,101.63,,1744070400000,,Renovation & Repair,Closed,dae3d42f-62e9-4913-b7a5-7bee525659b6,,PLAN 646 LOT 141   ,43.4173845792039,-79.70993574931876
319,2484246,2017 002015 000 00 RA,Addition of an elevator ,2104 Devon Road,RA,Single Family Detached Dwelling,Alt./Improve,1508371200000,2017-10-24,43374,Closed,10000,0,0,,,No,,,Renovation & Repair,Closed,aaf5c0a7-ff2f-4087-a16f-b1c42101fdb8,,PLAN 549 LOT 27   ,43.478418258021655,-79.64954806076541
458,2514939,2025 125257 000 00 BDP,Add a residential elevator to the house,179 Douglas Avenue,BDP,House - Part 9 - Detached House,Alteration/repair OR Alteration/finish to an existing building,1764201600000,2026-02-02,39669,Issued,20000,0,0,13.29,0,,1773360000000,,Renovation & Repair,Permit Issued,1381c8e9-06fb-4459-8b93-555bd9f8be10,,PLAN 113 LOT 136   ,43.45194594546062,-79.66653614591883
505,2559158,2025 110646 000 00 BDP,"LOT SPECIFIC - Based on Model 2002 Elevation A. BLK 21 &ndash; Unit 5. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Main Floor Front Balcony. Unfinished Basement, 3 PC Rought-in Finish Foyer and Cold Cellar. 3 Bedrooms.",323 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746489600000,2025-07-25,128949,Occupancy Granted,367290,1,294.6,13.94,0,No,1753920000000,,New Construction,NULL,3715f6ee-0ec4-45c6-b4da-72a32b63ae2b,3,PLAN M1301 PT BLK 21 RP 20R23112 PART 11,43.45408427645521,-79.6731882793677
809,2503990,2016 001203 000 00 RA,"Interior alteration to existing townhouse unit. Remove walls and reconfigure portion of first floor (including relocating fireplace), add walls for washrooms and closers on third floor. Add elevator to service all floors in dwelling, and add structure in basement to support the elevator. 70.0m2 total area of work. No GFA added.",48 Walker Street,RA,Row or Town House,Alt./Improve,1468540800000,2016-08-05,25567,Closed,30000,0,70,,,No,,,Renovation & Repair,Closed,83700a09-5f1d-40aa-9e2c-ab15573cb815,,"PLAN 1 PT RESERVE D,E RP 20R7630 PARTS 9,47,48,49, 50 ",43.438746586929426,-79.66985443990451
937,2551847,2023 138423 000 00 RN,"Construction of a 2 storey single dwelling with attached garage, covered porch, both side yard entrances, rear covered veranda, rear covered main floor bbq balcony; finished basement with walk-up entrance, elevator and fireplace.",76 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1702425600000,2024-03-04,121805,Closed,1300000,1,553.19,215.35,0,No,1712707200000,,New Construction,Closed,c10cd22d-f7a8-47b4-b84d-1cfbcf30af57,2,PLAN M1248 LOT 16 RP 20R22193 PART 10,43.43167581547961,-79.6818321579078
949,2534255,2023 112663 000 00 RN,Construct a 2 storey side addition to house an elevator shaft.  ,262 King St,RN,Single Family Detached Dwelling,Addition,1685923200000,2023-06-26,117462,Issued,150000,0,10.81,0,0,Yes,1692144000000,,Addition,Permit Issued,a919fc05-e0ac-45e3-9b93-53a488a44250,2,PLAN 1 PT BLK 24 PT LOT B RP 20R20862 PART 1,43.44544008330514,-79.66418417923614
1111,2552064,2025 130176 000 00 BDP,"Construction of a new single-family dwelling with attached garage, ramp going down to the basement from garage for a car showroom/museum, basement finish, elevator, covered porches and a covered patio in rear yard.",3308 Lakeshore Road W,BDP,House - Part 9 - Detached House,New Construction,1763510400000,2026-04-14,14172,Issued,3500000,1,911.34,652.52,0,Yes,,,New Construction,Permit Issued,3f459aef-79a5-45fd-8d69-b9ce64f73fc5,2,CON 4 SDS PT LOT 33   ,43.37958793202881,-79.71676430856822
1269,2555886,2016 001420 000 00 AA,Waterproofing and concrete repairs to underground parking garage and ramp (2000m2).  No GFA added.,1240 Marlborough Court Unit 110,AA,Condominium Apartment,Alt./Improve,1471305600000,2016-08-19,36123,Issued,484000,0,2200,,,No,,,Renovation & Repair,Permit Issued,52f1c677-337e-4910-bdd0-0c57974bb518,,HALT CONDO PLAN 120 LEVEL 1 UNIT 1  ,43.46664339656641,-79.69261713124091
1656,2554507,2015 001372 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;B&quot;  (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: with elevator. Includes water service inspection fee.",2183 Lillykin St Block K - Lot 107,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108663,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,77c6c83e-e1a0-417e-b5e4-a27a21e0e4a9,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 79 AND 118,43.47893371610109,-79.70913930920085
1971,2558402,2016 000026 REV 03 AA,REVISON 03 - Revise dimensions of proposed access ramps and stairs - No GFA added.,2375 Bronte Rd,AA,Condominium Apartment,Alt./Improve,1535673600000,2018-10-17,104956,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,72cb10e5-4080-4615-8e5c-cc367f6e18a1,,HSCP ???,43.431892069529894,-79.77219039484571
1972,2558402,2016 000026 REV 01 AA,REVISION TO PERMIT:  Add two (2) barrier free entrance ramps to exterior of building.  No additional GFA.,2375 Bronte Rd,AA,Condominium Apartment,Alt./Improve,1464652800000,2016-07-12,104956,Closed,5000,0,0,,,No,,,Renovation & Repair,Closed,b53cff1f-21f5-4d5e-937f-d9a48bbc30e9,,HSCP ???,43.431892069529894,-79.77219039484571
1973,2558402,2016 000027 REV 02 AA,REVISON 02 - Revise dimensions of proposed access ramps and stairs - No GFA added.,2393 Bronte Rd,AA,Condominium Apartment,Alt./Improve,1535673600000,2018-10-17,104957,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,21e4648a-998c-426b-845e-0fea5fcb3819,,HSCP ???,43.431892069529894,-79.77219039484571
2223,2495552,2016 000063 REV 01 RA,"REVISION:  Changes in setbacks, reduce size of rear porch and enlarge wood deck, widen garage (44.47m2), addition of elevator and minor interior layout changes (293.57m2).  ",232 Sabel Street,RA,Single Family Detached Dwelling,Alt./Improve,1471564800000,2016-08-29,9770,Closed,5000,0,0,,,Yes,,,Renovation & Repair,Closed,6ec94732-3632-4d56-a8bf-227a39f2e660,,PLAN 684 LOT 108   ,43.4060625470117,-79.70705329319568
2718,2553165,2021 133199 000 00 RA,Interior alterations to add an elevator.,2451 Sylvia Dr,RA,Single Family Detached Dwelling,Alt./Improve,1637625600000,2021-11-25,98216,Issued,5000,0,8,,,No,,,Renovation & Repair,Permit Issued,34e62ba8-7171-4410-becb-09d4cd4339e6,,PLAN M997 LOT 6,43.49955317840983,-79.70521190998028
2809,2551845,2024 156648 000 00 RN,"Construction of a 2 storey single dwelling with attached garage, front and rear covered porches, finished basement with Walk-out and Walk-up with retaining wall, gas fireplaces with exterior chimney bump-outs, elevator, and garage side yard doorway - Princess Margaret Cancer Foundation.",60 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1704844800000,2024-02-12,121803,Closed,4000000,1,253.69,170.45,0,No,1708560000000,,New Construction,Closed,d25dd0ff-4f76-4314-958a-7c67ae2817b9,2,PLAN M1248 LOT 14 RP 20R22193 PART 8,43.4312743779324,-79.68126370178192
2879,2524351,2017 001531 000 00 RA,"Installation of a residential elevator, second floor laundry room renovations, enlargement of attached garage (56.32 m2)  ",153 Dianne Avenue,RA,Single Family Detached Dwelling,Alt./Improve,1501804800000,2017-09-21,42113,Closed,20000,0,20.43,,,No,,,Renovation & Repair,Closed,9aa491d4-9a35-4463-8885-a257e117aede,,PLAN 718 LOT 4   ,43.45991922237785,-79.65567282732083
3172,2527303,2024 205111 000 00 RA,"Interior Alterations: Kitchen and main floor reconfiguration, proposed rear sliding door, new curbless shower, proposed ensuite, relocated bedroom, and proposed lift. Replace HVAC trunks, existing furnace to remain.",106 Chalmers St,RA,Single Family Detached Dwelling,Alt./Improve,1720742400000,2024-08-06,15411,Closed,150000,0,95.08,,,No,,,Renovation & Repair,Closed,8da1ab9e-7d50-44b7-89ac-e9464376a1ef,,PLAN M219 LOT 34   ,43.384218110117594,-79.71861934172406
3284,2522590,2012 000612 REV 03 RA,Revision to permit: Changes to interior guards/handrails,410 Fourth Line,RA,Single Family Detached Dwelling,Alt./Improve,1454025600000,2016-02-11,6472,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,318cc19b-f087-47c6-b81f-0821254b15f1,,PLAN 350 LOT 74   ,43.427253126021085,-79.6945833349825
3449,2498699,2016 002211 000 00 TH,"Interior alterations to existing townhouse on all floors (257.00m2), new location of stairs and new elevator , replace and enlarge doors at rear of dwelling.  No additional GFA.",38 Walker Street,TH,Row or Town House,Alt./Improve,1478476800000,2017-01-13,25571,Closed,60000,0,257,,,No,1487721600000,,Renovation & Repair,Closed,a0184122-6413-48f6-85e7-d012a47315be,,"PLAN 1 PT RESERVE D,E RP 20R7630 PARTS 5,27,28,29, 73 ",43.43896235752195,-79.66962161779217
3451,2499858,2022 107942 000 00 FR,Replacement of fire alarm control panel in main electrical room on first floor.  Install two smoke detectors on main floor (elevator machine room and elevator lobby) and one on second floor (at elevator lobby) to accommodate elevator modernization.  All other devices to remain.  No GFA added.,2191 Sixth Line,FR,Rental Apartment,Fire Retrofit,1649721600000,2022-04-14,3563,Issued,20941,,0,,,,,,Renovation & Repair,Permit Issued,d1ad47d3-170c-4190-92a5-317b27d3cefc,,"CON 1 SDS PT LOT 16 RP 20R7391 PARTS 1,2,3,6,10, 11 ",43.46963227826096,-79.71893860154796
3612,2554090,2023 153922 000 00 RN,"REPEAT to 23-139123 &ndash; TBSD4222, 4 bedrooms
Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially finished basement; gas fireplace on main level, double car garage, and a rear 3rd floor balcony. 
Lot 31 &ndash; Elevation B, opt chosen:  Cold cellar, elevator and 3rd Floor Loft Retreat &ndash; no deck.",3289 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1701648000000,2024-04-29,124610,Closed,400000,1,310.68,76.01,0,No,1714694400000,,New Construction,Closed,e120600f-e4bb-4946-a54c-1c6c086e2b24,3,PLAN M1272 LOT 31,43.4848743160588,-79.74279637570244
3959,2492665,2017 000166 000 00 RA,"Interior alterations to existing townhouse (basement, ground, second and third floors).  Two new furnaces.  New insulation (garage ceiling).  Installation of elevator in existing rough-in opening.  No modifications to existing building envelope (255.2m2).",73 Thomas Street,RA,Row or Town House,Alt./Improve,1486598400000,2017-04-03,54740,Closed,400000,0,255.2,,,Yes,,,Renovation & Repair,Closed,b11292fa-5ff6-446d-a6a3-8121903d2bea,,"PLAN 1 BLK 14 PT LOT A RP 20R11137 PARTS 3,6,11  ",43.44445701988975,-79.66780962525371
3975,2554444,2023 109574 000 00 TH,"REPEAT of Model Type C - Interior Unit from Permit 23-109559, Block A - Unit 7 
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch,  4 Bedrooms with finished basement and Elevator.
",2272 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113789,Conditional,500000,1,299.5,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,fdaaab54-765d-47e5-bda2-ebe75d2cc289,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 7,43.399370163410154,-79.7082367009454
4354,2554473,2015 001368 000 00 TH,"New Model Townhouse - &quot;The Riverstone&quot; -  End unit. New 3 bedroom townhouse (219.84m2), finished basement (23.97m2), attached garage (58.30m2), covered porches (2.20m2), complete with 2 decks and standard elevator. Includes water service inspection fee.",2175 Lillykin Street Block K - Lot 103,TH,Row or Town House,New Const.,1439424000000,2015-11-04,108659,Closed,428620,1,219.84,,,No,1447718400000,,New Construction,Closed,5accc6fb-9129-40db-bb48-bbc8cb239398,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 75 AND 122 ,43.47874583247029,-79.70905143192336
4356,2492767,2023 124236 000 00 TH,3 Storey rear Addition: Elevator Shaft,75 George St,TH,Row or Town House,Addition,1694476800000,2023-11-05,61644,Issued,150000,0,14.75,0,0,No,1702425600000,,Addition,Permit Issued,3967ed99-5e50-48d6-9e3d-94eeaa32a091,,PLAN 1 BLK 15 PT LOT A RP 20R10448 PART 2  ,43.44531547035825,-79.66698673993017
4795,2554443,2023 109587 000 00 TH,"REPEAT of Model Type B - Interior Unit from Permit 23-109556, Block A - Unit 8 
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch, 3 Bedrooms with finished basement and Elevator.
",2270 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113790,Conditional,500000,1,300.5,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,c31c2b36-2dce-46f5-a0fc-a4e3a090a6b0,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 8,43.3994188884188,-79.70818432553948
4948,2554537,2015 001369 000 00 TH,"New Model Townhouse - &quot;The Linden&quot; -  Elevations A &amp; B - Interior unit. 3 Bedroom. This lot elevation &quot;A&quot; Reverse plan (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: without elevator. Includes water service inspection fee.",2177 Lillykin St Block K - Lot 104,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108660,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,2a9ec4d5-5c7e-47ad-8242-bb46e7c78cfe,,"PLAN M1162 PT BLK 8 RP 20R20529 PARTS 76, 121 AND 126 ",43.478793262572985,-79.70907140529434
4986,2529590,2025 105436 000 00 BDP,Proposal to construct a secondary unit and 1 existing egress window to be enlarged. Existing rear walk-out level entry door to be used as access to the new basement unit.,3221 Carding Mill Trail,BDP,House - Part 9 - Semi detached dwelling,Alteration/repair OR Alteration/finish to an existing building,1740441600000,2025-04-08,111433,Issued,75000,1,0,0,75.28,No,1765152000000,,Renovation & Repair,Permit Issued,ca3e87be-4090-4f7f-b8aa-72787f18ecdd,2,PLAN M1160 PT BLK 536 RP 20R20756 PART 7,43.47631136825062,-79.74271747904749
5015,2559069,2025 110629 000 00 BDP,"LOT SPECIFIC - Based on Model 2002 Custom Elevation A. BLK 20 &ndash; Unit 3. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab. Fireplace. Main and Upper Rear Balcony, Main Floor Front Balcony. Unfinished Basement, 3 PC Rought In. Finished Foyer and Cold Cellar. 3 Bedrooms
",345 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746144000000,2025-07-25,128939,Issued,380380,1,299.33,20.25,0,No,1754438400000,,New Construction,Permit Issued,33727ca5-d541-47b8-99fd-7b8c59021ba4,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 8 AND 9,43.454446245405464,-79.67382415247005
5284,2554493,2015 001371 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;B&quot; - Reverse plan (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: with elevator. Includes water service inspection fee.",2181 Lillykin St Block K - Lot 106,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108662,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,4cad88ba-3e4a-4b63-9d3b-81116c7ed877,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 78 AND 119 ,43.47888689978642,-79.70911667655952
5381,2505376,2017 000480 000 00 AA,Underground parking garage repairs. Replacement of garage entrance concrete ramp slab. Concrete repairs at the P1 level suspended slab. No GFA added.,1300 Marlborough Court Unit 101,AA,Rental Apartment,Alt./Improve,1489536000000,2017-05-17,49074,Closed,440000,0,300,,,No,,,Renovation & Repair,Closed,dfc941de-d8da-457f-836f-6023aa93300f,,HALT CONDO PLAN 59 LEVEL 1 UNIT 1  ,43.469911757070015,-79.69249103356748
5589,2554139,2024 156428 000 00 RN,"Model TBSD5021 with elev. A&amp;B: 4 bdrms  Opt A/V: Bsmt: 2pc Pwd, 3pc Bath, Bdrm + 3pc, Cold Cellar, Walk-up / Main: Chef Centre, Prep Kitchen, Guest Suite / 2nd Flr: Bdrm Ensuites, Deluxe Laundry, Primary Retreat, Bdrm 5 plan / 3rd Flr:  Loft Retreat, Entertainment Rm+3pc Bath / Elevator / Extended Ceiling Heights 10&rsquo;main &amp; 9&rsquo; 2nd. 	Construction of a 3-storey det. dwelling (2 story w/Loft) includes partially fin. bsmt; covered porch, gas fireplace - main, double car garage, and 3rd floor balcony.
Lot 20, elev. A &ndash; options:  Bsmt 2-pce Powder rm, Elevator, 3rd Flr Loft Retreat, and Extended Ceiling Heights 10&rsquo;main &ndash; with Deck.",3236 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1706486400000,2024-04-11,124599,Closed,400000,1,396.08,104.65,0,No,1716336000000,,New Construction,Closed,244b46c8-bd3a-438f-9a4f-d9a6d6a8ec20,3,PLAN M1272 LOT 20,43.4854430284553,-79.7413718018173
5684,2488384,2018 001264 000 00 RA,Proposed construction of a new elevator to an existing single family dwelling (10.7 m2),318 Howell Road,RA,Single Family Detached Dwelling,Alt./Improve,1532649600000,2018-08-14,54816,Closed,5350,0,10.7,,,No,,,Renovation & Repair,Closed,537ffb89-620d-4a0d-bdfc-552063dafc4b,,PLAN M558 LOT 12   ,43.469700026686965,-79.73264786561884
5718,2518565,2021 103639 REV 01 RA,"Revision to Permit - Addition of an indoor pool in the basement games room, Adjustment to the size of the elevator, Revision of the structural concrete slab from a proprietary forming system to a generic cast-in-place concrete slab and Changes to several windows&rsquo; operability &amp; mullions, and a change to door D03 size.",175 Westdale Rd,RA,Single Family Detached Dwelling,Alt./Improve,1682985600000,2023-08-11,6279,Closed,40000,0,668,,,No,,,Renovation & Repair,Closed,616f346a-408e-4300-ab05-eb4941439ba8,,PLAN 564 LOT 36   ,43.422571152523844,-79.68573368667198
5959,2502808,2017 001152 000 00 FR,"Fire alarm control panel replacement and modifications to existing system for elevator upgrades.  Addressable smoke detectors to be added to existing system in all level elevator lobbies, elevator machine room, top and bottom of elevator shaft along with five programmed relays in elevator machine room for recall to first floor and alternate level recall to second floor.  No additional GFA.",1265 Sixth Line,FR,Rental Apartment,Fire Retrofit,1498003200000,2017-07-19,34772,Issued,20000,,,,,,,,Renovation & Repair,Permit Issued,26f5ee3f-6a6b-4ef6-9f70-6d65f75db491,,PLAN 1090 BLK B   ,43.46000905243775,-79.70159905092632
6074,2554830,2024 208886  REV 01 BDP,Revision of 24-208886 to include exterior walls on west &amp; north elevations to have moved a few inches inwards; altered suite entry &amp; elevator configuration; rooftop configuration revised and a new rooftop generator.,233 Robinson Street,BDP,Apartments,New Construction,1761264000000,,24795,Resubmission Required,170000,3,0,1296,0,No,,,New Construction,Permit in Progress,e79945fe-f6b1-423e-bbb4-bc1781d68954,4,PLAN 1 BLK 11 PT LOT F RP 20R22783 PART 1,43.44602819747553,-79.66693384518136
6453,2505617,2021 135625 000 00 AA,"Rehabilitation of the parking garage Entrance-Exit Ramp outside of the building. Including wholesale removal of existing asphalt wear course and waterproofing system. Localized concrete repairs. Installation of new 2-ply hot rubberized waterproofing system with bonded asphalt wear course.

Localized crack Injection of leaking crack within pool mechanical room.",1359 White Oaks Blvd   1001,AA,Condominium Apartment,Alt./Improve,1642118400000,2022-01-14,49294,Closed,219700,0,0,,,No,,,Renovation & Repair,Closed,5a4b8aa1-f52d-473e-82ec-e0d767c36521,,HALT CONDO PLAN 61 LEVEL 10 UNIT 1  ,43.472046927865804,-79.69334954027622
6458,2505202,2022 122031 000 00 RN,Accessible ramp to be added to front entry. New covered front porch. New elevator in the garage to new second storey addition over garage.  Rear Kitchen addition with accessible ramp with interior renovations to exiting ground floor.,397 Freeman Cres,RN,Single Family Detached Dwelling,Addition,1662508800000,2022-10-14,48669,Issued,111600,0,27.3,114,0,Yes,1668556800000,,Addition,Permit Issued,fb658e39-87e6-4386-80ab-0e640f7e6407,2,PLAN M372 LOT 34   ,43.47336194709304,-79.6945336812758
6459,2505202,2022 122031 000 00 RA,"Accessible ramp to be added to front entry. New covered front porch. New elevator in the garage to new second storey addition over garage.  Rear Kitchen addition with accessible ramp with interior renovations to exiting ground floor.

Residential Dwelling (Alt/Imp) Building
This folder was cancelled during the automatic add phase. - Info tab",397 Freeman Cres,RA,Single Family Detached Dwelling,Alt./Improve,1662508800000,,48669,Cancelled,250000,,74.44,,,,,,Renovation & Repair,Cancelled,adac7eff-1fae-4af0-a270-649339c45abd,,PLAN M372 LOT 34   ,43.47336194709304,-79.6945336812758
6472,2490314,2023 139090 000 00 RN,"New construction of a single family dwelling with elevator, 2 car garage, covered Patio in the backyard, storage shed and finished basement with 1 bedroom. ",239 Jones St,RN,Single Family Detached Dwelling,New Const.,1698883200000,2024-06-19,13680,Issued,1200000,1,390.27,85.38,0,Yes,1719273600000,,New Construction,Permit Issued,be7c645f-289d-44de-b8cf-8a7e7d3f89ab,2,PLAN M6 PT LOT 168   ,43.39892787306943,-79.71521357753467
6612,2552626,2022 104808 000 00 RN,"Construction of a two storey detached dwelling with attached garage and covered porches.  New Model Layout 3801, The Viscount, Elevations A, B &amp; C. Model options available: man door from courtyard to mudroom; French doors in den, elevator, service stairs, balcony off master BR, laundry chute, double sink in shared ensuite, tray ceiling in master BR, coach house.  Lot 2:  Elev. C, no other options.  Unfinished basement.",3290 Millicent Ave,RN,Single Family Detached Dwelling,New Const.,1647302400000,2022-11-03,121569,Closed,650460,1,325.23,0,0,No,1667865600000,,New Construction,Closed,2b11c6b1-17f9-49bb-b6af-c9a70742f333,2,PLAN M1252 LOT 2,43.48676463426705,-79.73813341582068
6973,2499558,2019 001719 000 00 AA,"Localized concrete repairs to parking garage ramp and stair wells. Install new water proofing system and mastic asphalt and installation of new heating cables at service ramp, adjacent suspended slab, stairs and walkway. No GFA.","100 Lakeshore Oakville ON
CANADA",AA,Condominium Apartment,Alt./Improve,1570147200000,2019-10-21,102407,Closed,150000,0,0,,,No,,,Renovation & Repair,Closed,9ced9aa9-83a9-46a2-837d-43663e1c26f8,,HALT CONDO PLAN 137 LEVEL 1 UNITS 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 PKG,43.44366102369917,-79.66993784142878
6975,2499558,2024 216439 000 00 AA,To construct an accessible ramp at the entrance with a retaining wall &ndash; condominium building.  No GFA added.,100 Lakeshore Rd E  PKNG,AA,Condominium Apartment,Alt./Improve,1729468800000,2025-06-18,102407,Issued,224000,0,580.08,,,No,,,Renovation & Repair,Permit Issued,fc09e15e-8261-4e2b-a48a-59208ef1bf4f,,HALT CONDO PLAN 137 LEVEL 1 UNITS 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 PKG,43.44366102369917,-79.66993784142878
7636,2492962,2018 000880 000 00 RA,Installation of a new elevator and second storey washroom alterations (8.96m2).  No other work proposed.,29 Thomas Street,RA,Single Family Detached Dwelling,Alt./Improve,1527206400000,2018-06-13,25295,Closed,135000,0,8.96,,,No,,,Renovation & Repair,Closed,c11f2317-d243-426f-b43b-41239a762b4b,,PLAN 1 BLK 22 LOT A PT LOT D RP 20R2119 PART 1  ,43.443526522909316,-79.66617449101463
7649,2556066,2023 108217 000 00 AA,"Parking Garage Ramp topping replacement  with re-waterproofing and concrete repairs - work for 40, 50 and 60 Old Mill Road.  No GFA added.",60 Old Mill Rd   PKG,AA,Condominium Apartment,Alt./Improve,1688083200000,2023-07-31,70516,Closed,412081,0,680,,,No,,,Renovation & Repair,Closed,a410dfe8-a33a-4863-936d-a13d63b8817a,,HALT CONDO PLAN 397 EXTRA 57 PARKING SPACES,43.45229625252226,-79.68454824794725
7925,2487875,2019 002177 000 00 TH,Addition of a new barrier free ramp in order to access Block 8,1450 Glen Abbey L5L5M6,TH,Row House - Condominium,Addition,1576454400000,2020-06-05,22466,Closed,44100,0,38,,,No,,,Addition,Closed,159a374f-1b3c-4d6c-9cc2-508bce672bf8,,HALT CONDO PLAN 170 LEVEL 1 UNIT 1  ,43.43547920087062,-79.73565389348423
7947,2444134,2025 224812 000 00 RN,"Construction a new 2 storey single dwelling with finished basement including a rear basement walk-up, cold cellar; attached garage with side yard entrance, elevator, skylights, front covered porch, rear covered veranda.",1054 Rebecca St,RN,Single Family Detached Dwelling,New Const.,1738281600000,2025-02-21,6235,Issued,1200000,1,551.19,296.89,0,Yes,1744848000000,,New Construction,Permit Issued,3566ba36-243f-49f4-925e-a0f8b625f3a5,2,PLAN 461 LOT 6   ,43.42333173039672,-79.69180533162793
8429,2489116,2016 000546 REV 01 RA,Revision to permit: Changes to interior guards / handrail,307 Jennings Crescent,RA,Single Family Detached Dwelling,Alt./Improve,1482278400000,2017-02-07,13671,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,e43a86a8-87f0-4a0e-965c-2cb6e0e3c657,,PLAN M6 LOT 151   ,43.39998873094815,-79.71653203997779
