city_file_number,permit_type,permit_class,permit_date,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,neighbourhood_classification,ward,zoning,land_parcel_count,latitude,longitude,location,geometry_point,bia
626464849-002,Major Development Permit,Not Available,,Other,To construct exterior alterations to the Parkade of West Edmonton Mall (Phase II North Ramp Repairs),8882 - 170 STREET NW,Plan 8421891 Blk 28 Lot 5,4520,SUMMERLEA,Redeveloping,sipiwiyiniwak Ward,"DC2,DC",3,53.52248857322838,-113.62024167277347,"{'latitude': '53.52248857322838', 'longitude': '-113.62024167277347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62024167277347, 53.52248857322838]}",
571445923-002,Sign Permit,Permitted Development,2025-04-07T00:00:00.000,Approved,To install (4) Projecting Signs not in the form of a Roof Sign limited to On-premises Advertising (FUNPARK | TRAMPOLINE+LASERTAG | ROCK CLIMBING+TREEHOUSE | NINJA COURSE+DODGE BALL).,6010 - 75 STREET NW,Plan 7922671 Blk 1 Lot 10,6430,MCINTYRE INDUSTRIAL,,Karhiio Ward,BE,3,53.49589140592456,-113.4439762309403,"{'latitude': '53.49589140592456', 'longitude': '-113.4439762309403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4439762309403, 53.49589140592456]}",
340530532-002,Major Development Permit,Permitted Development,2019-10-24T00:00:00.000,Approved,"To change the Use of a General Retail Store to a Bars and Neighbourhood Pub Use with 97 seats and 178.4 square meters of Public Space, and Spectator Entertainment Establishment, and to construct exterior and interior alterations (new concrete ramp abutting 114 Street).",10104 - 114 STREET NW,Plan B3 Blk 14 Lots 78-79,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,MU,3,53.54128144268812,-113.51805500035206,"{'latitude': '53.54128144268812', 'longitude': '-113.51805500035206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51805500035206, 53.54128144268812]}",
426075531-002,Major Development Permit,Permitted Development,2022-04-06T00:00:00.000,Approved,"To construct exterior alterations to a General Industrial use building (additional doors and windows), interior alterations (2nd floor Mezzanine) and site alterations (upgrades to sidewalk, stairs and barrier free access ramp, parking stalls, relocation of transformer, site access and Landscaping. Andrew Sheret Ltd.)",11704 - 170 STREET NW,Plan 2220838 Blk 1 Lot 31,4030,ARMSTRONG INDUSTRIAL,Industrial,Nakota Isga Ward,IB,3,53.56783263515414,-113.61699014449921,"{'latitude': '53.56783263515414', 'longitude': '-113.61699014449921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61699014449921, 53.56783263515414]}",Northwest Industrial
640132008-006,Major Development Permit,Permitted Development,2026-03-04T00:00:00.000,Approved,"To conduct a partial demolition (ramps and the unenclosed overhead roof at the rear of the building above the loading area, and removal of surface parking lot) and shoring and excavation associated with site remediation.",10314 - 106 STREET NW,Plan B2 Blk 6 Lots 165-172,1090,DOWNTOWN,Redeveloping,O-day'min Ward,UW,6,53.545327401537506,-113.50343612735848,"{'latitude': '53.545327401537506', 'longitude': '-113.50343612735848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50343612735848, 53.545327401537506]}",Downtown
182041886-001,Major Development Permit,Discretionary Development,2016-03-23T00:00:00.000,Approved,"To demolish a portion of an existing stairway and construct an Outdoor Participant Recreation Services structure (Funicular, Plaza, Pedestrian Bridge, Elevator and Staircase)",10007 - 100 STREET NW,Plan 8522037 Lot 1,"1210, 1090","DOWNTOWN, RIVERDALE",Redeveloping,O-day'min Ward,"DC2,PSN,A,A3",9,53.53973711399851,-113.488468100623,"{'latitude': '53.53973711399851', 'longitude': '-113.488468100623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.488468100623, 53.53973711399851]}",Downtown
284926015-002,Major Development Permit,Not Available,2018-09-27T00:00:00.000,Approved,"To Construct a Temporary Publicly Accessible Private Park which is Accessory to a Professional, Financial and Office Support Service Building (Alberta Blue Cross) for Ten (10) Years.",10006 - 107 STREET NW,Plan NB Blk 7 Lot 55,1090,DOWNTOWN,Redeveloping,O-day'min Ward,CMU,6,53.53919307576778,-113.50527995757596,"{'latitude': '53.53919307576778', 'longitude': '-113.50527995757596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50527995757596, 53.53919307576778]}",Downtown
490058340-002,Major Development Permit,Permitted Development,2023-11-16T00:00:00.000,Approved,To Construct Exterior Alterations (New Overhead Door and Ramp),11767 - 186 STREET NW,Plan 0622416 Blk 1 Lot 20A,4630,WHITE INDUSTRIAL,Industrial,Nakota Isga Ward,IM,3,53.56832018323597,-113.64246705958516,"{'latitude': '53.56832018323597', 'longitude': '-113.64246705958516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.64246705958516, 53.56832018323597]}",Northwest Industrial
125491943-068,Major Development Permit,Permitted Development,2015-09-22T00:00:00.000,Approved,"To construct exterior alterations to an existing General Industrial Use building.(ramp on left elevation of Building B, Cornerstone Business Park)","16, 3110 - 51 AVENUE NW",Plan 1520631 Blk 1 Lot 1,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.48922465817203,-113.3891418024428,"{'latitude': '53.48922465817203', 'longitude': '-113.3891418024428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3891418024428, 53.48922465817203]}",
234790813-002,Major Development Permit,Permitted Development,2017-06-23T00:00:00.000,Approved,"To construct exterior alterations to an existing Public Education Service site (reconfigure existing parking layout, adding a new parking lot, converting parking to play surface, new windows opening, replacing existing windows / doors and new ramp) - St Edmund School",11712 - 130 AVENUE NW,Plan 8120576 Blk 9 Lot 7,3070,CALDER,Redeveloping,Anirniq Ward,PS,3,53.590520499021366,-113.52520988291971,"{'latitude': '53.590520499021366', 'longitude': '-113.52520988291971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52520988291971, 53.590520499021366]}",
462060581-002,Major Development Permit,Not Available,,Other,To continue to operate a General Industrial use (Big Box Outlet Store) and to construct interior and exterior alterations (Accessibility Ramp),11311 - 120 STREET NW,Plan 1743HW Blk 193 Lot A,1170,PRINCE RUPERT,Redeveloping,O-day'min Ward,IM,3,53.56332416285553,-113.52854482158367,"{'latitude': '53.56332416285553', 'longitude': '-113.52854482158367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52854482158367, 53.56332416285553]}",Kingsway
642330688-002,Major Development Permit,Permitted Development,2026-03-27T00:00:00.000,Approved,To construct exterior alterations in the NAIT campus (Widening existing sidewalks; Adding new curb ramps; Regrading sidewalks to provide ramped access to building stoops; Replacing and relocating existing pole-mounted lights; Installing new wall-mounted light packs; Extending concrete slab and adding a new campus map; Installing new bollards.),11762 - 106 STREET NW,Plan 0020707 Lot C,1111,BLATCHFORD AREA,Redeveloping,O-day'min Ward,UI,3,53.568059988243256,-113.5051988500662,"{'latitude': '53.568059988243256', 'longitude': '-113.5051988500662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5051988500662, 53.568059988243256]}",Kingsway
468833302-002,Major Development Permit,Discretionary Development,2023-05-15T00:00:00.000,Approved,"To construct exterior alterations to a multi-use Commercial Use building (adding an accessibility ramp encroaching onto 102 Avenue NW, City Right-of-Way) - (amendment to Development Permit numbers 397187707-002 and 423127715-002).",12017 - 102 AVENUE NW,Plan 4423AJ Blk 20 Lots 18-19,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,DC1,3,53.542733360504414,-113.52996031002587,"{'latitude': '53.542733360504414', 'longitude': '-113.52996031002587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52996031002587, 53.542733360504414]}",
265485934-001,Major Development Permit,Discretionary Development,2018-05-04T00:00:00.000,Approved,"To expand the existing outdoor patio from 32 to 56 seats, and to construct exterior (including new wheelchair ramp and adding railings to the outdoor patio), and interior alterations to an existing Bar and Neighbourhood Pub with total seats of 179 (interior and exterior patio combined). (O2's Tap House & Grill)
DEVELOPMENT PERMIT NOTICE - July 19, 2018 Brent Stark Box 1983 Whitecourt AB T7S 1P7",11026 - JASPER AVENUE NW,Plan NB Blk 10 Lots 91-92,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,DC2,3,53.54128013101979,-113.51167994835717,"{'latitude': '53.54128013101979', 'longitude': '-113.51167994835717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51167994835717, 53.54128013101979]}",
503510421-002,Major Development Permit,Discretionary Development,2024-07-23T00:00:00.000,Approved,"To change the use from a Commercial Building to a Community Service use, construct an rear addition (~21.65sqm), and exterior alterations (Elevator Tower, Entry Canopy Addition, Landscaping and parking renovations)",14205 - 109 AVENUE NW,Plan 6523MC Blk 12 Lot 11,3300,MCQUEEN,Redeveloping,Nakota Isga Ward,CN,3,53.55390042439917,-113.5664471639989,"{'latitude': '53.55390042439917', 'longitude': '-113.5664471639989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5664471639989, 53.55390042439917]}",
508051099-002,Major Development Permit,Not Available,,Other,To Continue to Operate a Minor Industrial Use (Labs) and Office (Clifton) (NDPR),"103, 9636 - 51 AVENUE NW","Plan 7723025 Blk 19 Lots 7,8R",6100,CORONET INDUSTRIAL,Industrial,papastew Ward,BE,3,53.48869642528514,-113.47845787886189,"{'latitude': '53.48869642528514', 'longitude': '-113.47845787886189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47845787886189, 53.48869642528514]}",
270000044-008,Major Development Permit,Discretionary Development,2018-05-29T00:00:00.000,Approved,"To construct exterior alterations (Unenclosed Front Porch - 1.67 m x 1.52 m, and attached wheelchair ramp relocation) to an existing Health Services building.",13431 - 118 AVENUE NW,Plan 554KS Blk 3 Lot 8,3450,WOODCROFT,Redeveloping,Anirniq Ward,DC2,3,53.570037567534456,-113.55416928424685,"{'latitude': '53.570037567534456', 'longitude': '-113.55416928424685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55416928424685, 53.570037567534456]}",
188437561-001,Major Development Permit,Discretionary Development,2016-07-18T00:00:00.000,Approved,"To change the Use from General Industrial to Religious Assembly (50 seats) and to construct interior and exterior alterations (new landscaping, new hardsurfacing, parking, new exterior ramp and exterior door)",6740 - 121 AVENUE NW,Plan 0024694 Lot K,2550,MONTROSE,Redeveloping,Métis Ward,BE,3,53.57548817030832,-113.44626520420519,"{'latitude': '53.57548817030832', 'longitude': '-113.44626520420519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44626520420519, 53.57548817030832]}",
458096400-002,Major Development Permit,Not Available,,Other,To change the use from a General Retail Store to a Health Service and Convenience Retail Store (medical clinic and pharmacy) and to construct exterior and interior alterations (rear accessibility ramp and parking lot reconfiguration),10620 - 100 STREET NW,Plan EF Lots 160-163,1140,MCCAULEY,Redeveloping,O-day'min Ward,MU,3,53.55063341605789,-113.49266792230901,"{'latitude': '53.55063341605789', 'longitude': '-113.49266792230901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49266792230901, 53.55063341605789]}",Chinatown and Area
240538499-001,Major Development Permit,Discretionary Development,2017-02-16T00:00:00.000,Approved,To construct an Addition to an existing Private Club (elevator shaft).,10960 - 104 STREET NW,Plan 8721906 Blk 4E Lot 4,1030,CENTRAL MCDOUGALL,Redeveloping,O-day'min Ward,UF,3,53.55622236683236,-113.50006130772613,"{'latitude': '53.55622236683236', 'longitude': '-113.50006130772613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50006130772613, 53.55622236683236]}",
370190767-007,Major Development Permit,Permitted Development,2020-09-09T00:00:00.000,Approved,"To construct exterior and interior alterations to a General Industrial building (new overhead door and ramp, tenant improvements)","19, 2930 - 51 AVENUE NW",Plan 1623164 Blk 1 Lot 2,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.489145970534466,-113.38438078041713,"{'latitude': '53.489145970534466', 'longitude': '-113.38438078041713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.38438078041713, 53.489145970534466]}",
625531199-002,Major Development Permit,No Development Permit Required,,Other,To add an accessibility ramp to an Office building.,10345 - 124 STREET NW,Plan RN22 Blk 21 Lots 2-4,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,MU,3,53.54574597831741,-113.53538656176273,"{'latitude': '53.54574597831741', 'longitude': '-113.53538656176273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53538656176273, 53.54574597831741]}",124 Street and Area
182428754-001,Major Development Permit,Permitted Development,2015-11-25T00:00:00.000,Approved,"To construct exterior alterations (enlarging overhead door, constructing ramp) and interior alterations (fire rating and mechanical work) to an existing General Industrial Building.",12136 - 121A STREET NW,Plan RN64 Blk 24 Lots 9-10,3350,PRINCE CHARLES,Redeveloping,Anirniq Ward,IM,3,53.57646107385375,-113.53137230284452,"{'latitude': '53.57646107385375', 'longitude': '-113.53137230284452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53137230284452, 53.57646107385375]}",
168487091-001,Major Development Permit,Discretionary Development,2015-06-29T00:00:00.000,Approved,"To construct an addition (gymnasium and elevator lobby), interior and exterior alterations, and site modifications (adding 2 site access locations, widening 1 site access, and relocating 1 site access) to a Public Education Services Use building (Ross Sheppard High School).",13546 - 111 AVENUE NW,Plan 0727111 Blk 25 Lot 1,3450,WOODCROFT,Redeveloping,Anirniq Ward,"PS,UF",3,53.55973002468285,-113.55750247592292,"{'latitude': '53.55973002468285', 'longitude': '-113.55750247592292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55750247592292, 53.55973002468285]}",
285972471-001,Major Development Permit,Discretionary Development,2018-09-19T00:00:00.000,Approved,"To construct an Addition (rear stairwell and elevator, 41.0m2) and to change the use from Government Services to Professional, Financial and Office Support Services and construct interior alterations (Oblates Mansion)",9918 - 110 STREET NW,Plan NB Blk 10 Lots 62-63,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,DC1,3,53.53787832904406,-113.51079779111765,"{'latitude': '53.53787832904406', 'longitude': '-113.51079779111765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51079779111765, 53.53787832904406]}",
348951636-002,Major Development Permit,Discretionary Development,2020-02-04T00:00:00.000,Approved,"To construct exterior alterations (major facade improvement including new entryways, exterior cladding, skylights, ramp stair and removing existing bridge, walkway and vestibule), and interior alterations (renovations including new CRU's and loading docks) to an existing commercial shopping centre (General Retail Stores), and a reduction of 5 vehicular parking spaces. (Southgate Centre)",5015 - 111 STREET NW,Plan 0725320 Blk D Lot 4A,5170,EMPIRE PARK,Redeveloping,papastew Ward,DC2,3,53.48564952486595,-113.51549423922536,"{'latitude': '53.48564952486595', 'longitude': '-113.51549423922536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51549423922536, 53.48564952486595]}",
467207742-014,Major Development Permit,Discretionary Development,2024-02-29T00:00:00.000,Approved,"To change the design of an approved Health Service building (Adding ~71.30sqm to floor area, construct facade changes, ramp, new exit, and landscaping)(Zhang Dental Clinic).",12204 - 48 AVENUE NW,Plan 1800NY Blk 24 Lot 18,5260,LANSDOWNE,Redeveloping,papastew Ward,DC2,3,53.48580521168732,-113.54179298747965,"{'latitude': '53.48580521168732', 'longitude': '-113.54179298747965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.54179298747965, 53.48580521168732]}",
445083369-002,Major Development Permit,Permitted Development,2022-08-25T00:00:00.000,Approved,To Construct Exterior Alterations (Revamped Overhead Doors and Ramps),9205 - 135 STREET SW,Plan 2122679 Blk 7 Lot 12,8889,CROSSROADS,Industrial,Ipiihkoohkanipiaohtsi Ward,ILES,3,53.34986076589918,-113.55732782482994,"{'latitude': '53.34986076589918', 'longitude': '-113.55732782482994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55732782482994, 53.34986076589918]}",
185522940-001,Major Development Permit,Not Available,2016-01-08T00:00:00.000,Approved,To construct exterior alterations (enlarge loading door on south elevation and construct ramp) and interior alterations (tenant improvements) to an existing General Industrial Use building.,"22, 3110 - 51 AVENUE NW",Plan 1520631 Blk 1 Lot 1,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.48922465817203,-113.3891418024428,"{'latitude': '53.48922465817203', 'longitude': '-113.3891418024428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3891418024428, 53.48922465817203]}",
636201843-002,Sign Permit,Permitted Development,2025-11-19T00:00:00.000,Approved,To install a Fascia Sign limited to On-premises Advertising (Kone Elevator).,11425 - 163 STREET NW,Plan 1124977 Blk 25A Lot 1,4010,ALBERTA PARK INDUSTRIAL,,Nakota Isga Ward,BE,3,53.56391334791462,-113.60152665074523,"{'latitude': '53.56391334791462', 'longitude': '-113.60152665074523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60152665074523, 53.56391334791462]}",
447742822-002,Major Development Permit,Discretionary Development,2022-09-29T00:00:00.000,Approved,"To change the use from a General Industrial Uses to a Funeral, Cremation, and Internment Service (no on-site cremations) and to construct exterior and interior alterations (new exterior ramp and entrance).",11414 - 119 STREET NW,Plan 1184TR Blk 194 Lot C,1170,PRINCE RUPERT,Redeveloping,O-day'min Ward,DC2,3,53.564716827405086,-113.52749233650577,"{'latitude': '53.564716827405086', 'longitude': '-113.52749233650577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52749233650577, 53.564716827405086]}",Kingsway
277743491-001,Major Development Permit,Discretionary Development,2018-05-29T00:00:00.000,Approved,To change the use of a Minor Eating and Drinking Establishment to a General Retail Store and construct exterior alterations (door reconfiguration for wheelchair lift).,8123 - 104 STREET NW,Plan I Blk 61 Lot 15,5151,STRATHCONA JUNCTION,Industrial,papastew Ward,DC,3,53.517755997130934,-113.49726596783657,"{'latitude': '53.517755997130934', 'longitude': '-113.49726596783657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49726596783657, 53.517755997130934]}",Old Strathcona
640735695-008,Major Development Permit,Permitted Development,2026-01-28T00:00:00.000,Approved,"To change the use from General Industrial use to an Indoor Sales and Service (commercial school) and to construct interior and exterior alterations (accessibility ramp, new windows and doors)",10560 - 107 STREET NW,Plan 0522017 Blk 7 Lot 210A,1030,CENTRAL MCDOUGALL,Redeveloping,O-day'min Ward,DC,3,53.54872533427548,-113.5052901958165,"{'latitude': '53.54872533427548', 'longitude': '-113.5052901958165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5052901958165, 53.54872533427548]}",North Edge
367745905-002,Major Development Permit,No Development Permit Required,,Other,To construct an accessibility ramp.,10888 - JASPER AVENUE NW,Condo Common Area (Plan 0225840),1090,DOWNTOWN,Redeveloping,O-day'min Ward,JAMSC,3,53.541279762147965,-113.50806538650224,"{'latitude': '53.541279762147965', 'longitude': '-113.50806538650224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50806538650224, 53.541279762147965]}",Downtown
526736699-002,Major Development Permit,Not Available,,Other,To construct an Essential Utility Service building (sanitary lift station).,20585 - 114 AVENUE NW,Plan 2521689 Blk 3 Lot 2PUL,4650,WINTERBURN INDUSTRIAL AREA EAST,Industrial,Nakota Isga Ward,FD,3,53.56507102289367,-113.6733091426091,"{'latitude': '53.56507102289367', 'longitude': '-113.6733091426091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6733091426091, 53.56507102289367]}",
311722167-001,Major Development Permit,Discretionary Development,2019-07-25T00:00:00.000,Approved,"To construct an addition (new front vestibule) and exterior alterations on the first and second floors only (facade improvement, new planters, seating, barrier free accessible ramp, steps, doors and windows and plaza public realm improvements); and to operate a General Retail Store on a portion of the main floor; and to construct interior alterations (convert second Floor offices to a conference space and fitness area) to an existing mixed-Use Commercial Use Class building. (103rd Street Center)","100, 10130 - 103 STREET NW",Plan NB1 Blk 3 Lot 216,1090,DOWNTOWN,Redeveloping,O-day'min Ward,HA,9,53.54186193062451,-113.4979319800071,"{'latitude': '53.54186193062451', 'longitude': '-113.4979319800071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4979319800071, 53.54186193062451]}",Downtown
515595392-002,Major Development Permit,Not Available,,Other,"To operate a Minor Industrial Use (storage of materials, sea cans, contractor equipment such as bobcats, forklift, commercial vehicle parking and RV parking spot storage).",19940 - 118A AVENUE NW,Plan 8920486 Blk OT,"4650, 4018","ANTHONY HENDAY BIG LAKE, WINTERBURN INDUSTRIAL AREA EAST",TUC Transportation Utility Corridor,Nakota Isga Ward,"FD,AG,BE",6,53.57364969076329,-113.66912589987074,"{'latitude': '53.57364969076329', 'longitude': '-113.66912589987074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.66912589987074, 53.57364969076329]}",
240164774-001,Major Development Permit,Permitted Development,2017-05-24T00:00:00.000,Approved,To operate a General Retail Store and construct exterior (new doors and ramp) and interior alterations.,"BSMT, 9510 - 105 AVENUE NW","Plan ND Blk 16 Lots 1-5,37-43",1020,BOYLE STREET,Redeveloping,O-day'min Ward,MU,3,53.54972691467588,-113.48206092458571,"{'latitude': '53.54972691467588', 'longitude': '-113.48206092458571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48206092458571, 53.54972691467588]}",Downtown
374397663-002,Major Development Permit,Permitted Development,2020-10-13T00:00:00.000,Other,"To construct exterior alterations to an existing Commercial Use Site (an on-site connection to a new on-street bus pad (removal of an existing vehicle parking space), and on-site connection to new on-street curb ramp at the intersection of 105 Avenue and 172 Street)",10455 - 172 STREET NW,Plan 7720926 Blk 1 Lot 1,4510,STONE INDUSTRIAL,Industrial,Nakota Isga Ward,BE,3,53.54796799271071,-113.61667781931675,"{'latitude': '53.54796799271071', 'longitude': '-113.61667781931675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61667781931675, 53.54796799271071]}",
084942806-003,Major Development Permit,Discretionary Development,2018-03-15T00:00:00.000,Approved,"To construct an addition (barrier free accessible washrooms on the main and second floors), and to construct exterior alterations (removing stucco to re-instate the original brick underneath the existing building, new walkways on the north and south side of the building on Site) to an existing Professional, Financial and Office Support Services Use building. (Industrial Health Lab)",10523 - 100 AVENUE NW,Plan NB Blk 5 Lots 49-50,1090,DOWNTOWN,Redeveloping,O-day'min Ward,DC1,3,53.53859824888017,-113.50238745069728,"{'latitude': '53.53859824888017', 'longitude': '-113.50238745069728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50238745069728, 53.53859824888017]}",Downtown
256224002-001,Major Development Permit,Permitted Development,2017-07-07T00:00:00.000,Approved,To construct exterior alterations to an existing Warehouse Sales Use building (new wheelchair access ramp). (Habitat for Humanity Edmonton Society),4020 - 99 STREET NW,Plan 7520780 Blk 2 Lot 7,6700,STRATHCONA INDUSTRIAL PARK,Industrial,Karhiio Ward,BE,3,53.47540259275231,-113.48697090282428,"{'latitude': '53.47540259275231', 'longitude': '-113.48697090282428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48697090282428, 53.47540259275231]}",
169175353-001,Major Development Permit,Permitted Development,2015-03-30T00:00:00.000,Approved,"To construct exterior alterations to an existing Bar and Neighbourhood Pub (replacing wood panels with manufactured stone @ 1.2 m above grade, south and west elev. and replace single patio door with double power door operators (not a required exit)   - no increase in seating capacity. ""O2's""",11026 - JASPER AVENUE NW,Plan NB Blk 10 Lots 91-92,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,DC2,3,53.54128013101979,-113.51167994835717,"{'latitude': '53.54128013101979', 'longitude': '-113.51167994835717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51167994835717, 53.54128013101979]}",
392211976-002,Major Development Permit,Permitted Development,2021-09-27T00:00:00.000,Approved,To construct exterior alterations to the Site to redevelop the south outdoor plaza area and exterior alterations to the east and west pavilions that are Accessory and adjacent to the Public Libraries and Cultural Exhibits Use (Stanley A. Milner Library); to include re-development and re-design of the Post Office Clock Tower Plaza Site and Judy Padua Way (Road-Right-of-Way); and to construct exterior alterations and to change the Use to Child Care Services to the existing stage and amphitheater on top of the Parkade Exit Ramp on 101A Avenue NW to support the required rooftop outdoor play space for the Child Care Services Use Accessory to the Stanley A. Milner Library; and exterior alterations to the Entry Ramp and Pedestrian Stairwell on 100 Street and some tree removals and new trees on Road-Right-Of-Way. This includes the raising of Judy Padua Way to become a shared roadway and removal of the turning loop from 99 Street North. (Centennial Plaza),7 - SIR WINSTON CHURCHILL SQUARE NW,Plan 2521511 Blk 1 Lot 1,1090,DOWNTOWN,Redeveloping,O-day'min Ward,"PSN,CCA",6,53.542642291899014,-113.48978997597604,"{'latitude': '53.542642291899014', 'longitude': '-113.48978997597604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48978997597604, 53.542642291899014]}",Downtown
290837168-001,Major Development Permit,Discretionary Development,2018-09-10T00:00:00.000,Approved,To construct exterior renovations and interior renovations (2 barrier-free washrooms and new entry door) to existing General Retail Use building,1622 - 99 STREET NW,Plan 1821970 Blk 17 Lot 9,6195,SOUTH EDMONTON COMMON,Industrial,Karhiio Ward,DC2,3,53.44490849155521,-113.48647098379413,"{'latitude': '53.44490849155521', 'longitude': '-113.48647098379413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48647098379413, 53.44490849155521]}",
