city_file_number,permit_type,permit_class,permit_date,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,neighbourhood_classification,ward,zoning,land_parcel_count,latitude,longitude,location,geometry_point,bia
238643270-001,Sign Permit,Permitted Development,2017-01-11T00:00:00.000,Approved,To replace panels on (2) existing Freestanding On-premises Sign (Lifting Solutions),3710 - 78 AVENUE NW,Plan 8120855 Blk X Lot F,6780,WEIR INDUSTRIAL,,Métis Ward,IB,3,53.51539345896429,-113.39905162773456,"{'latitude': '53.51539345896429', 'longitude': '-113.39905162773456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.39905162773456, 53.51539345896429]}",
464859993-002,Major Development Permit,Permitted Development,2023-03-14T00:00:00.000,Approved,"To construct exterior alterations to a General Industrial Use building (exterior door on west elevation, overhead door and ramp on east elevation, building F, see DP 416126043-002).","35, 12652 - 184 STREET NW",Plan 0726720 Blk 1 Lot 7,4475,KINOKAMAU PLAINS AREA,Industrial,Nakota Isga Ward,IM,3,53.58413785784356,-113.64495198736354,"{'latitude': '53.58413785784356', 'longitude': '-113.64495198736354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.64495198736354, 53.58413785784356]}",
267040975-001,Major Development Permit,Permitted Development,2018-01-16T00:00:00.000,Approved,"To construct an addition, exterior and interior alterations (construct a mezzanine, install the loading ramp and increase the overhead door size on rear elevation, and washrooms) (URBANAGE HOMES INC).",15020 - 116 AVENUE NW,Plan 9923439 Blk 2 Lot 3,4170,GARSIDE INDUSTRIAL,Industrial,Anirniq Ward,"BE,IM",3,53.56863309943118,-113.57960446997649,"{'latitude': '53.56863309943118', 'longitude': '-113.57960446997649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57960446997649, 53.56863309943118]}",
178469358-001,Major Development Permit,Discretionary Development,2017-08-21T00:00:00.000,Other,To erect General Industrial buildiings (2 stacked grouping of sea cans used for accessible mini self-storage).,4811 - 95 STREET NW,Plan 9421883 Blk 3 Lot 19A,6560,PAPASCHASE INDUSTRIAL,Industrial,Karhiio Ward,IM,3,53.486112298544484,-113.47514035354061,"{'latitude': '53.486112298544484', 'longitude': '-113.47514035354061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47514035354061, 53.486112298544484]}",
347281894-002,Major Development Permit,Permitted Development,2019-11-21T00:00:00.000,Approved,To construct interior and exterior alterations to an existing General Industrial Use (new ramp and door).,21336 - 115 AVENUE NW,Plan 1523347 Blk 1 Lot 2,4650,WINTERBURN INDUSTRIAL AREA EAST,Industrial,Nakota Isga Ward,BE,3,53.56751809885117,-113.68582238224835,"{'latitude': '53.56751809885117', 'longitude': '-113.68582238224835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.68582238224835, 53.56751809885117]}",
295293426-001,Major Development Permit,Discretionary Development,2018-12-07T00:00:00.000,Approved,To change the Use from Minor Impact Utility Services to Child Care Services (maximum occupancy 59 children) and to construct exterior alterations (access ramp).,9724 - 118 AVENUE NW,Plan 6537U Blk 1 Lot 1,1250,WESTWOOD,Redeveloping,O-day'min Ward,MU,6,53.57056271980424,-113.49320648098882,"{'latitude': '53.57056271980424', 'longitude': '-113.49320648098882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49320648098882, 53.57056271980424]}",Alberta Avenue
608133713-002,Major Development Permit,Not Available,,Other,To Construct an Exterior Alterations (Mobility Ramp),16811 - 88 AVENUE NW,Plan 0726880 Blk 3 Lot 5,4590,WEST MEADOWLARK PARK,Redeveloping,sipiwiyiniwak Ward,UF,3,53.52174794433327,-113.61182470968517,"{'latitude': '53.52174794433327', 'longitude': '-113.61182470968517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61182470968517, 53.52174794433327]}",
382885922-002,Major Development Permit,Permitted Development,2021-02-23T00:00:00.000,Other,To construct an Accessory Building (B3) and Exterior Alteration to the office building (uncovered Deck and Ramp) on a General Industrial Site.,21216 - 113 AVENUE NW,"Plan 843RS Lots OT,R4",4650,WINTERBURN INDUSTRIAL AREA EAST,Industrial,Nakota Isga Ward,IM,3,53.56234349744571,-113.68354848771271,"{'latitude': '53.56234349744571', 'longitude': '-113.68354848771271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.68354848771271, 53.56234349744571]}",
380583725-002,Sign Permit,Permitted Development,2020-12-29T00:00:00.000,Approved,"To install (1) Fascia On-Premises Sign, and (1) Freestanding On-Premises Sign (RAM ELEVATORS & LIFTS INC. ).",10203 - 184 STREET NW,Plan 9923740 Lot 1D,4340,MORIN INDUSTRIAL,,Nakota Isga Ward,DC2,3,53.54393369855103,-113.63866644815494,"{'latitude': '53.54393369855103', 'longitude': '-113.63866644815494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.63866644815494, 53.54393369855103]}",
475547575-002,Major Development Permit,Not Available,,Other,To construct interior alterations to an Extended Medical Treatment Service building (freight elevator modernization at Royal Alexandra Hospital),10240 - KINGSWAY NW,Plan 1619KS Blk 2 Lot 313,1030,CENTRAL MCDOUGALL,Redeveloping,O-day'min Ward,UF,3,53.55740028240453,-113.49815574329435,"{'latitude': '53.55740028240453', 'longitude': '-113.49815574329435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49815574329435, 53.55740028240453]}",Kingsway
353347424-002,Major Development Permit,Not Available,,Other,"To Construct Exterior Alterations to an existing Professional, Financial and Office Support Service Building (new wheelchair ramp and public art)",10009 - 108 STREET NW,Plan NB Blk 7 Lots 31-32,1090,DOWNTOWN,Redeveloping,O-day'min Ward,CMU,3,53.53909323122325,-113.50606345509762,"{'latitude': '53.53909323122325', 'longitude': '-113.50606345509762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50606345509762, 53.53909323122325]}",Downtown
154530848-008,Major Development Permit,Not Available,2016-10-31T00:00:00.000,Approved,"To construct exterior alterations to an existing Health Services Use and Professional, Financial and Office Support Services Use building (re-locate wheelchair lift from the front of the building to the rear) and to construct interior alterations.",10660 - 156 STREET NW,Plan 1475KS Blk 5 Lot A,4060,BRITANNIA YOUNGSTOWN,Redeveloping,Nakota Isga Ward,CN,3,53.55051281458166,-113.5908700358741,"{'latitude': '53.55051281458166', 'longitude': '-113.5908700358741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5908700358741, 53.55051281458166]}",
636764133-002,Major Development Permit,Not Available,,Other,To construct exterior alterations to a shopping centre building (entrance and exit ramp repairs),"1, 1 - EDMONTON CITY CENTRE NW",Plan 1194TR Lot B,1090,DOWNTOWN,Redeveloping,O-day'min Ward,CCA,9,53.5438678979693,-113.49248215730931,"{'latitude': '53.5438678979693', 'longitude': '-113.49248215730931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49248215730931, 53.5438678979693]}",Downtown
231413981-001,Major Development Permit,Permitted Development,2016-09-27T00:00:00.000,Approved,"To construct exterior alterations (wheel chair ramp) to an existing  Funeral, Cremation and Interment Services/ Religious Assembly (chapel) building on a cemetary site (Westlawn Memorial Gardens Cemetary)",16310 - STONY PLAIN ROAD NW,SW-3-53-25-4,4060,BRITANNIA YOUNGSTOWN,Redeveloping,Nakota Isga Ward,UF,3,53.54321258660572,-113.60574292892886,"{'latitude': '53.54321258660572', 'longitude': '-113.60574292892886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60574292892886, 53.54321258660572]}",Stony Plain Road and Area
465721403-002,Major Development Permit,Permitted Development,2023-08-04T00:00:00.000,Approved,"To construct exterior alterations (adding 38 parking spaces, including 4 barrier free stalls - Whitemud Park Parking Lot Expansion).",501 - BUTCHART DRIVE NW,Plan 22NY Blk F,5560,WHITEMUD CREEK RAVINE SOUTH,River Valley,papastew Ward,A,3,53.47848834147281,-113.5546696998918,"{'latitude': '53.47848834147281', 'longitude': '-113.5546696998918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5546696998918, 53.47848834147281]}",
177607348-001,Major Development Permit,Discretionary Development,2015-09-11T00:00:00.000,Approved,To construct an addition to an existing Religious Assembly building (elevator lift room).,9554 - 108A AVENUE NW,Plan ND Blk 29 Lots 25-26,1140,MCCAULEY,Redeveloping,O-day'min Ward,DC1,3,53.55533945586522,-113.48721694812804,"{'latitude': '53.55533945586522', 'longitude': '-113.48721694812804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48721694812804, 53.55533945586522]}",
465725487-002,Major Development Permit,Not Available,2023-04-12T00:00:00.000,Approved,"To construct exterior alterations to a Public Park (adding new pathways, pedestrian ramp improvement and landscaping - Giovanni Caboto Park, Building Great Neighbourhoods Project).",9403 - 109A AVENUE NW,Plan 1932EO Blk A,1140,MCCAULEY,Redeveloping,O-day'min Ward,PSN,3,53.5566436819373,-113.4840512421903,"{'latitude': '53.5566436819373', 'longitude': '-113.4840512421903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4840512421903, 53.5566436819373]}",
462751267-002,Major Development Permit,Not Available,,Other,To continue to operate a Warehouse Sales and to construct exterior and interior alterations (new Accessibility Ramp),4150 - 101 STREET NW,Plan 4984NY Blk 1 Lot 1,6700,STRATHCONA INDUSTRIAL PARK,Industrial,Karhiio Ward,BE,3,53.47849912053244,-113.48959617973038,"{'latitude': '53.47849912053244', 'longitude': '-113.48959617973038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48959617973038, 53.47849912053244]}",
045643319-031,Major Development Permit,Permitted Development,2016-10-05T00:00:00.000,Approved,To construct exterior alterations (remove surface parking spaces to construct a disabled persons ramp) to a Religious Assembly building (Mui Kwok Buddhist Temple).,10104 - 153 AVENUE NW,Plan 0724909 Blk 65 Lot 131A,3040,BEAUMARIS,Redeveloping,tastawiyiniwak Ward,UF,3,53.61454620630113,-113.49666189509728,"{'latitude': '53.61454620630113', 'longitude': '-113.49666189509728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49666189509728, 53.61454620630113]}",
508916163-002,Sign Permit,Permitted Development,2024-06-10T00:00:00.000,Approved,To install a Freestanding Sign limited to On-premises Advertising (Skyline Rampart | Revised 2/3),15704 - 142 STREET NW,Plan 1120931 Blk 3 Lot 1,3360,RAMPART INDUSTRIAL,,Anirniq Ward,,3,53.61918855031101,-113.57172352454324,"{'latitude': '53.61918855031101', 'longitude': '-113.57172352454324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57172352454324, 53.61918855031101]}",
284145007-006,Major Development Permit,Not Available,,Other,"To change the Use to General Industrial Use to permit outdoor storage of 2 seacans, compressor parts, 2 forklifts and a skidster and to construct exterior alterations (lean-to structure, 19.8 m x 4.9 m and 3.58 m in Height, existing without permits)",12607 - 125 STREET NW,Plan 644AE Blk 14 Lots 17-18,3220,HAGMANN ESTATE INDUSTRIAL,Industrial,Anirniq Ward,IM,9,53.582713789525144,-113.53724359626717,"{'latitude': '53.582713789525144', 'longitude': '-113.53724359626717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53724359626717, 53.582713789525144]}",
409657461-002,Major Development Permit,Permitted Development,2021-11-01T00:00:00.000,Approved,"To construct exterior alterations to the Site (revise the site design) to a Publicly Accessible Private Park, Accessory to an existing Public Education Services Use building (reference Development Permit #326837974-001). (Norquest College)",10215 - 108 STREET NW,Plan 1520896 Blk 7 Lot 103A,1090,DOWNTOWN,Redeveloping,O-day'min Ward,UW,3,53.54380998259332,-113.50566691755765,"{'latitude': '53.54380998259332', 'longitude': '-113.50566691755765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50566691755765, 53.54380998259332]}",Downtown
519845361-002,Major Development Permit,Permitted Development,2024-08-13T00:00:00.000,Approved,"To construct exterior and interior alterations to a Minor Industrial building (new overhead doors, canopy modification, new ramps, revised parking area)",12828 - 170 STREET NW,Plan 5401NY Lot A,4475,KINOKAMAU PLAINS AREA,Industrial,Nakota Isga Ward,"BE,IM",3,53.58610027454962,-113.61837645783754,"{'latitude': '53.58610027454962', 'longitude': '-113.61837645783754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61837645783754, 53.58610027454962]}",
305045613-001,Major Development Permit,Discretionary Development,2019-03-21T00:00:00.000,Approved,"To construct a 6 storey Addition to an existing Hotel building (breakfast area on the main floor, elevator shaft on the other floors) and to construct interior and exterior alterations (relocating 7 parking spaces) (Holiday Inn Express)",2440 - CALGARY TRAIL NW,Plan 663RS Lot 1,5120,CALGARY TRAIL SOUTH,Industrial,papastew Ward,CG,3,53.45602851068623,-113.49413701245905,"{'latitude': '53.45602851068623', 'longitude': '-113.49413701245905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49413701245905, 53.45602851068623]}",
600494118-002,Major Development Permit,Not Available,,Other,To construct interior alterations inside a Public Education Service building (removal of interior ramp),11010 - 142 STREET NW,Plan 1212MC Blk 22 Lot 2,3300,MCQUEEN,Redeveloping,Nakota Isga Ward,UF,3,53.557541947341804,-113.56685924021338,"{'latitude': '53.557541947341804', 'longitude': '-113.56685924021338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56685924021338, 53.557541947341804]}",
255005925-001,Major Development Permit,Not Available,,Other,"To construct exterior alterations to an existing mixed Commercial Uses building (uncovered deck 3.75m x 2.59m, 1.12m height, with access ramp), existing without permits.","BSMT, 10354 - 121 STREET NW",Plan 7726AH Blk D Lot 16,1150,OLIVER,Redeveloping,Ward 6,DC1,3,53.54625164628162,-113.53112949767933,"{'latitude': '53.54625164628162', 'longitude': '-113.53112949767933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53112949767933, 53.54625164628162]}",
469278515-002,Major Development Permit,Discretionary Development,2023-06-07T00:00:00.000,Approved,"To construct exterior alterations to a Professional, Financial, Office Support Service building (Accessibility ramps that tie into the municipal sidewalk).",15015 - 123 AVENUE NW,Plan 8020574 Blk 5 Lot 2,4330,MITCHELL INDUSTRIAL,Industrial,Anirniq Ward,BE,3,53.576297930857976,-113.58060092544378,"{'latitude': '53.576297930857976', 'longitude': '-113.58060092544378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58060092544378, 53.576297930857976]}",
517996592-002,Major Development Permit,Not Available,,Other,"To operate a Minor Industrial Use (Temporary Outdoor Storage of seacans, forklifts, trucks, trailers).",22433 - 113 AVENUE NW,Plan 8021483 Blk 4 Lot 1,4670,WINTERBURN INDUSTRIAL AREA WEST,Industrial,Nakota Isga Ward,IM,3,53.56143289382838,-113.7041092144139,"{'latitude': '53.56143289382838', 'longitude': '-113.7041092144139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.7041092144139, 53.56143289382838]}",
220639502-005,Major Development Permit,Permitted Development,2019-07-04T00:00:00.000,Approved,To construct exterior alterations (remove a door and construct a new door with an accessibility ramp) and interior alterations.,15230 - 128 AVENUE NW,Plan 1152TR Blk 102 Lot 1,4320,MISTATIM INDUSTRIAL,Industrial,Anirniq Ward,IM,3,53.58572237464535,-113.58401311635018,"{'latitude': '53.58572237464535', 'longitude': '-113.58401311635018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58401311635018, 53.58572237464535]}",
615706500-002,Major Development Permit,Permitted Development,2025-08-13T00:00:00.000,Approved,"To construct/place on site four new Modular Classrooms to a School, and exterior alterations including new wood stairs, access ramps, and sidewalks, ST. OSCAR ROMERO CATHOLIC HIGH SCHOOL.",17760 - 69 AVENUE NW,Plan 8822836 Blk 7 Lot 18MR,4070,CALLINGWOOD NORTH,Redeveloping,sipiwiyiniwak Ward,PS,3,53.50397345694758,-113.62932593728189,"{'latitude': '53.50397345694758', 'longitude': '-113.62932593728189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62932593728189, 53.50397345694758]}",
310764920-001,Major Development Permit,Permitted Development,2019-07-17T00:00:00.000,Approved,"To construct exterior and interior alterations to an existing Professional, Financial and Office Support Services Use building (new doors, concrete sidewalks and ramp both on-site and off-site on City Road Right-Of-Way).",10170 - 112 STREET NW,Plan 0320617 Blk 12 Lot 168,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,MU,3,53.542296075350734,-113.51447510717134,"{'latitude': '53.542296075350734', 'longitude': '-113.51447510717134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51447510717134, 53.542296075350734]}",
558298875-002,Major Development Permit,Not Available,,Other,To Construct Exterior Alterations to a Commercial Building (Accessibility Ramp),11355 - 105 AVENUE NW,Plan 5665CL Blk 13 Lots 183-184,1180,QUEEN MARY PARK,Redeveloping,O-day'min Ward,DC1,3,53.547978150694604,-113.51720092497216,"{'latitude': '53.547978150694604', 'longitude': '-113.51720092497216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51720092497216, 53.547978150694604]}",North Edge
284926015-009,Major Development Permit,Not Available,2019-07-02T00:00:00.000,Approved,"To Construct a 12 ft Mural along the north property line of a Temporary Publicly Accessible Private Park which is Accessory to a Professional, Financial and Office Support Service Building (Alberta Blue Cross)",10006 - 107 STREET NW,Plan NB Blk 7 Lot 55,1090,DOWNTOWN,Redeveloping,O-day'min Ward,CMU,6,53.53919307576778,-113.50527995757596,"{'latitude': '53.53919307576778', 'longitude': '-113.50527995757596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50527995757596, 53.53919307576778]}",Downtown
256737655-001,Major Development Permit,Permitted Development,2017-08-28T00:00:00.000,Approved,"To construct interior and exterior alterations to an existing General Industrial Uses building (amend the parking area and a facade improvement; add doors, stairs, ramp).",12104 - 68 STREET NW,Plan 0525348 Blk 15 Lot 1B,2550,MONTROSE,Redeveloping,Métis Ward,BE,3,53.57602655814082,-113.44803660374731,"{'latitude': '53.57602655814082', 'longitude': '-113.44803660374731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44803660374731, 53.57602655814082]}",
231086617-001,Major Development Permit,Not Available,2018-08-14T00:00:00.000,Approved,To develop a Publicly Accessible Private Park with Urban Gardens (Blatchford - Furrow Private Park).,101 - AIRPORT ROAD NW,,1111,BLATCHFORD AREA,Redeveloping,"O-day'min Ward,Ward 2","BP,MA2,MA3,MA1",7,53.57334108418494,-113.5182861751029,"{'latitude': '53.57334108418494', 'longitude': '-113.5182861751029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5182861751029, 53.57334108418494]}",Kingsway
396481650-002,Major Development Permit,Discretionary Development,2021-07-22T00:00:00.000,Approved,"To construct additions (interior seating area accessible from lobby and new revolving doors); and exterior alterations to the building (adding canopies); and exterior alterations to the Site (new landscaping, steps and hard surfacing upgrades and removal of existing art sculpture), and new sloped barrier-free access abutting 103 Street; and to construct interior alterations to a Professional, Financial and Office Support Services Use building. (Western Canadian Bank Place)",10303 - JASPER AVENUE NW,Plan NB Blk 3 Lots 76-79,1090,DOWNTOWN,Redeveloping,O-day'min Ward,JAMSC,3,53.54058661715899,-113.49808036393266,"{'latitude': '53.54058661715899', 'longitude': '-113.49808036393266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49808036393266, 53.54058661715899]}",Downtown
139269749-026,Major Development Permit,Permitted Development,2016-12-09T00:00:00.000,Approved,"To construct interior (Accessory office) and exterior alterations (glazing, overhead / man doors and truck ramp) to an existing a General Industrial Use building (wholesale HVAC equipment warehouse), E.H. Price.","113, 13428 - 149 STREET NW",Plan 1222973 Blk 5 Lot 3A,4320,MISTATIM INDUSTRIAL,Industrial,Anirniq Ward,IM,3,53.593828487957694,-113.5821796350518,"{'latitude': '53.593828487957694', 'longitude': '-113.5821796350518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5821796350518, 53.593828487957694]}",
350412114-002,Major Development Permit,Discretionary Development,2020-03-20T00:00:00.000,Approved,"To construct exterior alterations (facade alterations, repair existing ramps and railings on-site to the west, adding a new parapet on the rooftop) to an existing Liquor Store / General Retail Store building. (Garneau Safeway Liquor Store)",8204 - 109 STREET NW,Plan 0526142 Blk 143 Lot 36,5200,GARNEAU,Redeveloping,papastew Ward,MU,3,53.51862089087723,-113.5131490242866,"{'latitude': '53.51862089087723', 'longitude': '-113.5131490242866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5131490242866, 53.51862089087723]}",Old Strathcona
303514925-001,Major Development Permit,Discretionary Development,2019-03-04T00:00:00.000,Approved,"To construct an Addition (111.50 sq.m), exterior and interior alterations to an existing Commercial building (demolish the portion of exterior wall on the west elevation, construct a ramp and two overhead doors for loading dock bay, add new overhead door on the south elevation, and Facade Improvement), change the Use from Flea Market to Warehouse Sales Use in CRU2 (Dane's Furniture) and continue to operate a General Retail Store Use in CRU1 (Napa Auto Parts).",5017 - 127 AVENUE NW,Plan 9422302 Blk 1 Lot 2,2380,KENNEDALE INDUSTRIAL,Industrial,Dene Ward,CB,3,53.5846425093108,-113.41973368630877,"{'latitude': '53.5846425093108', 'longitude': '-113.41973368630877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41973368630877, 53.5846425093108]}",
375495523-002,Major Development Permit,Permitted Development,2021-04-07T00:00:00.000,Approved,To construct exterior alterations to the existing Health Services Use building and to the Site (to demolish the existing mechanical enclosure and to re-construct with a new enclosure; and to construct a new sidewalk from the existing surface parking lot to the front of the building entrance and to add a new handrail for barrier free access and removal of the wall on the ramp; and to install a new exit doorway on the west side of building; and to construct a new waste storage enclosure on the Site).,11230 - 110 STREET NW,Plan 4733KS Blk 9 Lot 275,1230,SPRUCE AVENUE,Redeveloping,O-day'min Ward,CG,3,53.56258433779736,-113.5105721563639,"{'latitude': '53.56258433779736', 'longitude': '-113.5105721563639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5105721563639, 53.56258433779736]}",Kingsway
253606392-001,Major Development Permit,Permitted Development,2017-06-26T00:00:00.000,Approved,To add a General Industrial Use (elevator part storage) to an Automotive and Minor Recreation Vehicle Sales/Rentals Use and Automotive and Equipment Repair Shop.,14568 - 116 AVENUE NW,Plan 0022266 Blk 8 Lot 16A,3230,HUFF BREMNER ESTATE INDUSTRIAL,Industrial,Anirniq Ward,BE,3,53.56861319679679,-113.57197997313504,"{'latitude': '53.56861319679679', 'longitude': '-113.57197997313504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57197997313504, 53.56861319679679]}",
557178618-008,Major Development Permit,Permitted Development,2025-03-18T00:00:00.000,Approved,To construct exterior alterations (new overhead door and ramp) to a Minor Industrial building.,5655 - 67 AVENUE NW,Plan 0624989 Blk 11 Lot 3,6640,ROPER INDUSTRIAL,Industrial,Karhiio Ward,IM,3,53.50130315248849,-113.42351422432552,"{'latitude': '53.50130315248849', 'longitude': '-113.42351422432552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42351422432552, 53.50130315248849]}",
174808120-007,Major Development Permit,Permitted Development,2017-05-31T00:00:00.000,Approved,"To construct exterior alterations to an existing Restaurant with Accessory General Retail Stores and increase the existing public space (add 34 sq.m. uncovered outdoor patio to existing 205 sq.m. public space, and construct handicapped ramp).","100, 10235 - 124 STREET NW",Plan RN22 Blk 20 Lots 3-6,1151,WÎHKWÊNTÔWIN,Redeveloping,O-day'min Ward,MU,3,53.54398864472014,-113.53538589082132,"{'latitude': '53.54398864472014', 'longitude': '-113.53538589082132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53538589082132, 53.54398864472014]}",124 Street and Area
178677530-002,Major Development Permit,Permitted Development,2015-12-10T00:00:00.000,Approved,"To construct exterior alterations to an existing General Retail Store with Accessory Specialty Food Services building (facade improvement, accessibilty interior sidewalk ramp from parking lot.).","600, 6655 - 178 STREET NW",Plan 8521170 Blk 10 Lot 4,4080,CALLINGWOOD SOUTH,Redeveloping,sipiwiyiniwak Ward,DC2,3,53.50147221902631,-113.62903065307135,"{'latitude': '53.50147221902631', 'longitude': '-113.62903065307135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62903065307135, 53.50147221902631]}",
490536872-002,Major Development Permit,Permitted Development,2024-04-26T00:00:00.000,Approved,"To develop a rooftop amenity Park space to an Essential Utility Service building, and construct exterior alterations including outdoor stair and ramp rooftop railing, City of Edmonton #2 Pumping Station.",9415 - ROSSDALE ROAD NW,Plan 5534KS Blk OT,1220,ROSSDALE,Redeveloping,O-day'min Ward,A6,3,53.530016984395296,-113.50037237192589,"{'latitude': '53.530016984395296', 'longitude': '-113.50037237192589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50037237192589, 53.530016984395296]}",
260206500-001,Major Development Permit,Not Available,,Other,To develop a temporary Publicly Accessible Private Park (from 3 up to 10 years),9601 - JASPER AVENUE NW,"Plan 226CL Blk 2 Lots 4A,5A",1020,BOYLE STREET,Redeveloping,O-day'min Ward,DC2,9,53.543221262422655,-113.48220546885626,"{'latitude': '53.543221262422655', 'longitude': '-113.48220546885626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48220546885626, 53.543221262422655]}",Downtown
